State,County_x,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18",Economic_typology_2015,POP_ESTIMATE_2018,N_POP_CHG_2018,Births_2018,Youth_rate,Deaths_2018,NATURAL_INC_2018,INTERNATIONAL_MIG_2018,DOMESTIC_MIG_2018,NET_MIG_2018,RESIDUAL_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,POVALL_2018,PCTPOVALL_2018,POV017_2018,PCTPOV017_2018,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,have_confirmed_18,GEOID,AWATER,COUNTYFIPS,TotalHospitalsInCounty,TotalBedsInCounty,AREA,ATH,CTF,CTH,LEVEL 1,LEVEL 1 PEDIATRIC,LEVEL 3,LEVEL I,LEVEL I PEDIATRIC,"LEVEL I, LEVEL I PEDIATRIC","LEVEL I, LEVEL II PEDIATRIC","LEVEL I, LEVEL PEDIATRIC",LEVEL II,LEVEL II PEDIATRIC,"LEVEL II, LEVEL II PEDIATRIC","LEVEL II, LEVEL III PEDIATRIC","LEVEL II, LEVEL PEDIATRIC",LEVEL III,LEVEL III PEDIATRIC,"LEVEL III, LEVEL III PEDIATRIC",LEVEL IV,LEVEL PEDIATRIC,LEVEL V,NOT AVAILABLE,NOT DESIGNATED,PARC,REGIONAL TRAUMA CENTER,RPTC,RTC,RTH,TRAUMA SYSTEM HOSPITAL,TRF,TRH,UNCLASSIFIED,CHILDREN,CHRONIC DISEASE,CRITICAL ACCESS,GENERAL ACUTE CARE,LONG TERM CARE,MILITARY,PSYCHIATRIC,REHABILITATION,SPECIAL,WOMEN,NoOfAirports
MS,Calhoun,9,10,2267,3676,2832,1121,22.9,37.1,28.6,11.3,0,14436,-89,148,0.097949571,167,-19,23,-94,-71,1,217,10.22064155,11.53275094,-1.312109388,1.588342944,-6.491488554,-4.90314561,3026,21.3,1140,34.2,0,5976,5719,257,4.3,39176,87.5637,FALSE,28013,3590388,28013,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27
MS,Carroll,9,8,1324,2422,2451,1051,18.3,33.4,33.8,14.5,1,9911,-206,80,0.073151044,100,-20,-2,-185,-187,1,363,7.988815658,9.986019573,-1.997203915,-0.199720391,-18.47413621,-18.6738566,1710,17.9,437,24,0,3593,3397,196,5.5,42588,95.19,FALSE,28015,16304135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
MS,Chickasaw,7,9,3142,4197,2604,1405,27.7,37,22.9,12.4,3,17171,-18,222,0.117931396,200,22,46,-85,-39,-1,496,12.92200233,11.64144354,1.280558789,2.677532014,-4.947613504,-2.27008149,3383,20.3,1140,27.1,0,7036,6687,349,5,37429,83.6589,FALSE,28017,6380767,28017,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
MS,Choctaw,9,10,1134,2201,1440,1024,19.6,38,24.8,17.7,0,8278,6,87,0.090239188,111,-24,1,29,30,0,122,10.51359517,13.41389728,-2.900302115,0.120845922,3.504531722,3.625377644,1668,20.4,505,28.6,0,3792,3610,182,4.8,38479,86.0058,FALSE,28019,4297812,28019,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
MS,Claiborne,8,5,1196,1619,1472,1014,22.6,30.5,27.8,19.1,0,9002,-51,110,0.106531882,95,15,10,-74,-64,-2,1207,12.18499031,10.52340072,1.661589587,1.107726392,-8.197175298,-7.089448906,2827,36.3,858,45.9,0,2952,2681,271,9.2,29631,66.2293,FALSE,28021,35711134,28021,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
MS,Clarke,9,8,2091,4010,3624,1291,19,36.4,32.9,11.7,0,15604,-219,188,0.09907716,192,-4,2,-216,-214,-1,53,11.96423458,12.21879276,-0.254558182,0.127279091,-13.74614185,-13.61886276,3351,21.6,1112,32.8,0,5938,5604,334,5.6,41495,92.747,FALSE,28023,5069761,28023,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
MS,Clay,7,9,2464,4552,3703,2699,18.4,33.9,27.6,20.1,0,19386,-272,216,0.09640978,245,-29,9,-250,-241,-2,304,11.06444012,12.54994365,-1.485503534,0.461018338,-12.80606495,-12.34504661,4170,21.9,1541,35.6,0,7826,7356,470,6,38121,85.2056,FALSE,28025,15393112,28025,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43
MS,Coahoma,7,8,3116,3582,5427,2507,21.3,24.5,37.1,17.1,0,22628,-557,349,0.150742443,288,61,-5,-616,-621,3,756,15.23585009,12.5728505,2.662999585,-0.218278655,-26.89193024,-27.11020889,7893,35.9,3021,50.3,0,8680,8088,592,6.8,29380,65.6683,TRUE,28027,79418660,28027,1,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
MS,Copiah,2,2,3796,6266,6152,2685,20.1,33.2,32.6,14.2,3,28543,-5,324,0.10489437,324,0,58,-63,-5,0,1034,11.3503004,11.3503004,0,2.031843898,-2.207002855,-0.175158957,7364,26.5,2336,36.1,1,11251,10637,614,5.5,38664,86.4193,TRUE,28029,5644780,28029,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
MS,Covington,8,6,2105,4634,3521,2167,16.9,37.3,28.3,17.4,0,18853,-192,247,0.115313213,229,18,2,-210,-208,-2,237,13.03498865,12.08507045,0.949918202,0.105546467,-11.08237902,-10.97683255,4910,26.5,1644,36,0,8288,7926,362,4.4,36083,80.6504,FALSE,28031,2880713,28031,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
MS,DeSoto,1,1,11828,34020,41181,27608,10.3,29.7,35.9,24.1,0,182001,3087,2152,0.09508739,1397,755,155,2181,2336,-4,607,11.92524556,7.741434964,4.183810593,0.858928002,12.08594822,12.94487622,16255,9,5799,12.6,1,89980,86596,3384,3.8,68126,152.2709,TRUE,28033,53520357,28033,3,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,
MS,Forrest,3,2,6090,12447,15284,12917,13,26.6,32.7,27.6,4,75036,-227,962,0.115824404,758,204,106,-537,-431,0,2918,12.80114971,10.08656079,2.714588919,1.410521693,-7.145756126,-5.735234433,17341,24,5339,31.2,1,33763,32269,1494,4.4,39061,87.3067,TRUE,28035,10872916,28035,2,545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
MS,Franklin,9,10,837,1866,1800,813,15.7,35.1,33.9,15.3,0,7788,9,83,0.090652286,75,8,0,0,0,1,67,10.66358322,9.635767971,1.02781525,0,0,0,1551,20.1,495,27.6,0,2766,2599,167,6,39508,88.3058,FALSE,28037,7250805,28037,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96
MS,George,6,6,2809,5963,4614,1934,18.3,38.9,30.1,12.6,0,24250,277,356,0.123505155,264,92,43,141,184,1,635,14.76473882,10.94913216,3.815606661,1.783381374,5.847831947,7.631213321,3802,16.1,1490,23.6,0,8892,8327,565,6.4,47246,105.6013,FALSE,28039,12838126,28039,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
MS,Greene,8,7,2231,3463,3201,837,22.9,35.6,32.9,8.6,0,13586,48,132,0.078757545,136,-4,0,54,54,-2,2589,9.733077717,10.02801947,-0.294941749,0,3.981713612,3.981713612,2485,22.6,657,25,0,4289,4025,264,6.2,42022,93.9249,FALSE,28041,15435970,28041,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49
MS,Grenada,7,8,2873,3963,4699,2822,20,27.6,32.7,19.7,3,21055,-1,269,0.106483021,280,-11,-4,15,11,-1,257,12.7757593,13.29818812,-0.522428819,-0.189974116,0.712402935,0.522428819,4621,22.3,1682,33.8,0,9591,9181,410,4.3,39633,88.5852,FALSE,28043,70659563,28043,1,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
MS,Hancock,2,2,4438,9012,12029,7690,13.4,27.2,36.3,23.2,4,47334,314,444,0.082815735,481,-37,-1,351,350,1,550,9.411365708,10.19564618,-0.784280476,-0.02119677,7.440066134,7.418869364,8181,17.5,2485,26.2,1,18839,17902,937,5,49843,111.4059,TRUE,28045,204096125,28045,1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45
MS,Harrison,2,2,17251,39251,47295,29707,12.9,29.4,35.4,22.3,0,206650,1717,2675,0.110079845,1962,713,151,852,1003,1,5215,12.99859324,9.533921469,3.464671767,0.733752366,4.140112687,4.873865053,40288,20,14063,29,1,86579,82662,3917,4.5,45355,101.3746,TRUE,28047,1064606458,28047,6,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,20
MS,Hinds,2,2,20091,38324,51032,44828,13,24.8,33.1,29.1,4,237085,-2948,2978,0.113891642,2145,833,278,-4073,-3795,14,9612,12.48328506,8.991486383,3.491798675,1.16533017,-17.07334454,-15.90801437,44204,19.4,17022,30.4,1,109294,104257,5037,4.6,44776,100.0805,TRUE,28049,19450105,28049,8,1428,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,0,0,5
MS,Holmes,6,6,2776,4589,2678,1100,24.9,41.2,24,9.9,0,17622,-227,235,0.123311769,238,-3,-2,-223,-225,1,989,13.25026078,13.41941304,-0.169152265,-0.112768177,-12.57365172,-12.68641989,5515,33.2,2015,45.5,0,5700,5193,507,8.9,26449,59.1171,FALSE,28051,20568825,28051,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
MS,Humphreys,6,7,1588,1812,1324,794,28.8,32.8,24,14.4,0,8257,-92,94,0.117476081,110,-16,13,-90,-77,1,82,11.3212092,13.24822353,-1.927014332,1.565699145,-10.83945562,-9.273756474,3015,37,1193,56.3,0,2306,2113,193,8.4,28542,63.7953,FALSE,28053,32942666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MS,Issaquena,8,7,314,397,272,71,29.8,37.7,25.8,6.7,1,1308,-33,14,0.081039755,9,5,0,-38,-38,0,295,10.57002643,6.795016988,3.775009438,0,-28.69007173,-28.69007173,409,40.5,66,50.8,0,378,344,34,9,26936,60.2056,FALSE,28055,73507441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MS,Itawamba,7,8,3375,4743,5457,2109,21.5,30.2,34.8,13.4,3,23517,5,258,0.092443764,254,4,7,-3,4,-3,1032,10.97195348,10.80184567,0.170107806,0.29768866,-0.127580854,0.170107806,3066,13.7,880,17.5,0,10302,9883,419,4.1,45720,102.1904,FALSE,28057,19825536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MS,Jackson,2,2,10697,30318,35173,19997,11.1,31.5,36.6,20.8,3,143277,908,1619,0.093594925,1386,233,496,187,683,-8,1419,11.33570924,9.704319332,1.631389902,3.472830006,1.309312926,4.782142932,25348,17.9,8720,26.5,1,58725,55479,3246,5.5,51771,115.7152,TRUE,28059,830366003,28059,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,88
MS,Jasper,9,8,1907,4196,3535,1632,16.9,37.2,31.4,14.5,3,16428,-128,195,0.109325542,190,5,-2,-131,-133,0,87,11.82391463,11.52073733,0.303177298,-0.121270919,-7.94324521,-8.064516129,3098,19,1036,28.2,0,6106,5749,357,5.8,36987,82.671,FALSE,28061,3181592,28061,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24
MS,Jefferson,8,7,1261,1808,1186,751,25.2,36.1,23.7,15,0,7106,-127,87,0.121868843,81,6,0,-133,-133,0,359,12.13473743,11.29785899,0.836878443,0,-18.5508055,-18.5508055,2388,35.5,806,50.8,0,1998,1733,265,13.3,28024,62.6375,FALSE,28063,18988092,28063,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,94
MS,Jefferson Davis,8,7,1727,2910,2363,1134,21.2,35.8,29.1,13.9,0,11234,-87,118,0.100142425,159,-41,0,-45,-45,-1,114,10.4633119,14.09886943,-3.635557526,0,-3.990246065,-3.990246065,2885,26,819,37.6,0,4113,3838,275,6.7,31739,70.941,FALSE,28065,1791496,28065,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
MS,Jones,4,5,7496,13690,14461,9216,16.7,30.5,32.2,20.5,3,68461,149,877,0.115335739,802,75,24,55,79,-5,2233,12.82416851,11.72746083,1.096707684,0.350946459,0.804252301,1.15519876,13223,19.9,4811,28.6,0,25613,24391,1222,4.8,42435,94.848,FALSE,28067,12681687,28067,2,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16
MS,Kemper,9,8,1140,2560,2372,752,16.7,37.5,34.8,11,0,10027,-92,92,0.073002892,110,-18,0,-73,-73,-1,1200,9.133326715,10.92028194,-1.786955227,0,-7.247096198,-7.247096198,2427,27.5,712,39.4,0,3454,3198,256,7.4,33437,74.7363,FALSE,28069,2182350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Lafayette,4,3,3253,5818,8241,13562,10.5,18.8,26.7,43.9,4,54793,556,540,0.082857299,416,124,70,361,431,1,5966,9.905530588,7.630927268,2.27460332,1.284050261,6.622030634,7.906080895,8801,18,1585,16.2,0,28216,27121,1095,3.9,49381,110.3733,FALSE,28071,123113347,28071,1,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
MS,Lamar,3,2,3724,9460,12933,14202,9.2,23.5,32.1,35.2,0,62447,1021,772,0.103223534,426,346,-11,685,674,1,327,12.46437884,6.878012158,5.586366682,-0.177601253,11.05971439,10.88211313,8666,14,2793,18.3,1,30510,29401,1109,3.6,58377,130.4806,FALSE,28073,8599922,28073,2,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11
MS,Lauderdale,5,8,7507,14912,18979,10369,14.5,28.8,36.7,20,0,75317,-1013,923,0.110931131,836,87,-28,-1076,-1104,4,3683,12.17300705,11.02560552,1.147401531,-0.369278654,-14.19085112,-14.56012978,18243,25.5,5864,33.9,0,30550,29012,1538,5,40077,89.5776,FALSE,28075,29780252,28075,7,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,7
MS,Lawrence,8,7,1414,3139,2556,1317,16.8,37.3,30.3,15.6,3,12455,-176,161,0.107346447,155,6,0,-183,-183,1,0,12.83584469,12.35749023,0.478354461,0,-14.58981105,-14.58981105,2329,18.7,821,27.2,0,4605,4331,274,6,40510,90.5454,FALSE,28077,13188412,28077,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26
MS,Leake,6,6,3336,5379,4097,1883,22.7,36.6,27.9,12.8,0,22763,-69,283,0.108948733,270,13,1,-80,-79,-3,1680,12.41364185,11.84340388,0.570237965,0.043864459,-3.509156706,-3.465292247,5335,25.4,1920,39.7,0,7927,7538,389,4.9,37212,83.1739,FALSE,28079,6376466,28079,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MS,Lee,5,8,9093,14003,19547,13367,16.2,25,34.9,23.9,3,85202,168,1153,0.112814253,987,166,23,-17,6,-4,1063,13.54590099,11.59566719,1.950233793,0.270213116,-0.199722738,0.070490378,10977,13.1,4218,19.9,0,40297,38731,1566,3.9,51088,114.1886,FALSE,28081,8349355,28081,2,700,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47
MS,Leflore,5,8,3834,6599,4481,3157,21.2,36.5,24.8,17.5,0,28919,-405,446,0.137936996,355,91,4,-502,-498,2,1490,15.31514517,12.19030613,3.124839037,0.137355562,-17.23812304,-17.10076747,9655,35.1,3862,49,0,10251,9559,692,6.8,29244,65.3643,TRUE,28083,31868197,28083,1,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
MS,Lincoln,6,5,3099,8638,7672,3706,13.4,37.4,33.2,16,0,34205,-115,412,0.106387955,418,-6,2,-110,-108,-1,710,12.02480846,12.19992703,-0.17511857,0.058372857,-3.210507114,-3.152134258,6422,19.1,1961,24.8,0,14663,13972,691,4.7,43478,97.1793,FALSE,28085,5291052,28085,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104
MS,Lowndes,5,8,5585,12366,12055,9306,14.2,31.5,30.7,23.7,0,58930,-259,749,0.10997794,610,139,36,-432,-396,-2,1468,12.68212565,10.32856695,2.353558699,0.609554771,-7.314657252,-6.705102481,13276,23.1,4355,31.8,0,25329,24110,1219,4.8,44348,99.1238,FALSE,28087,28545194,28087,1,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
MS,Madison,2,2,5563,11295,18766,32446,8.2,16.6,27.6,47.7,0,105630,998,1257,0.100293477,1082,175,139,688,827,-4,1754,11.9565114,10.29192151,1.664589893,1.322159972,6.544216264,7.866376235,9750,9.4,3557,13.6,1,53303,51353,1950,3.7,75740,169.2892,FALSE,28089,71295137,28089,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,73
MS,Marion,6,6,3535,6761,4680,2071,20.7,39.7,27.5,12.1,0,24715,-388,286,0.105320655,336,-50,9,-348,-339,1,729,11.48179373,13.48910033,-2.007306596,0.361315187,-13.97085391,-13.60953872,6500,27.2,2009,35.7,0,10130,9609,521,5.1,36408,81.3768,FALSE,28091,16149942,28091,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71
MS,Marshall,1,1,4592,9831,6736,3362,18.7,40.1,27.5,13.7,0,35451,-184,383,0.100053595,439,-56,9,-134,-125,-3,1843,10.77568016,12.35123653,-1.575556368,0.253214416,-3.77008131,-3.516866894,7019,20.9,2448,33.3,1,14591,13861,730,5,40285,90.0425,FALSE,28093,9173803,28093,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47
MS,Monroe,7,9,4683,8845,6949,4253,18.9,35.8,28.1,17.2,3,35564,-288,403,0.096980092,425,-22,-2,-264,-266,0,405,11.28598633,11.90209477,-0.616108435,-0.056009858,-7.393301221,-7.449311079,5750,16.4,1949,24.5,0,15351,14597,754,4.9,44681,99.8681,TRUE,28095,18148673,28095,2,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,62
MS,Montgomery,7,9,1475,2464,1787,1464,20.5,34.3,24.9,20.4,0,10023,-152,127,0.106056071,121,6,5,-162,-157,-1,100,12.57550253,11.9813843,0.59411823,0.495098525,-16.0411922,-15.54609367,2265,22.9,810,36,0,4047,3834,213,5.3,36311,81.16,FALSE,28097,2352279,28097,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82
MS,Neshoba,7,9,4081,6343,5972,2285,21.8,34,32,12.2,0,29125,-268,417,0.121339056,379,38,-2,-303,-305,-1,390,14.25202502,12.95327933,1.298745685,-0.068355036,-10.35578796,-10.424143,7701,26.9,3015,37.6,0,10307,9797,510,4.9,36236,80.9924,FALSE,28099,3830971,28099,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
MS,Newton,7,9,2101,4183,5137,2277,15.3,30.5,37.5,16.6,4,21443,19,288,0.111178473,281,7,0,13,13,-1,734,13.43690951,13.11031796,0.326591551,0,0.606527165,0.606527165,4399,21.2,1666,31.1,0,8422,8012,410,4.9,40792,91.1757,FALSE,28101,4525334,28101,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
MS,Noxubee,7,9,1960,2269,1863,952,27.8,32.2,26.4,13.5,0,10535,-197,159,0.122828666,128,31,2,-231,-229,1,157,14.95274369,12.03742888,2.915314807,0.188084826,-21.72379743,-21.53571261,3001,29,1044,40.8,0,3845,3586,259,6.7,32167,71.8976,FALSE,28103,12487951,28103,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
MS,Oktibbeha,5,8,2413,5191,6747,11040,9.5,20.4,26.6,43.5,0,49599,-76,571,0.093691405,353,218,47,-344,-297,3,4570,11.50351552,7.111630437,4.391885086,0.946874308,-6.93031408,-5.983439773,12296,27.3,2330,26.7,0,22521,21460,1061,4.7,39130,87.4609,FALSE,28105,9568768,28105,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
MS,Panola,6,4,4870,8511,5791,3346,21.6,37.8,25.7,14.9,0,34178,37,482,0.121072035,426,56,88,-107,-19,0,315,14.11027679,12.47090853,1.639368258,2.576150119,-3.13236435,-0.55621423,7391,21.8,2873,34.4,0,12970,12200,770,5.9,39198,87.6129,FALSE,28107,51686997,28107,1,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
MS,Pearl River,6,3,6010,11239,14138,6153,16,29.9,37.7,16.4,0,55387,148,603,0.0944626,651,-48,-32,232,200,-4,1355,10.90159637,11.76938514,-0.867788766,-0.578525844,4.194312368,3.615786524,9761,18.1,3235,26.2,0,23312,22214,1098,4.7,45268,101.1802,TRUE,28109,20778645,28109,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7
MS,Perry,3,2,1536,3290,2474,898,18.7,40.1,30.2,11,3,11931,-99,130,0.098147683,117,13,-1,-110,-111,-1,102,10.85096615,9.765869538,1.085096615,-0.08346897,-9.181586745,-9.265055716,2597,22,906,34.3,1,4355,4100,255,5.9,39687,88.7059,TRUE,28111,7754347,28111,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21
MS,Pike,6,5,4670,9095,7795,3960,18.3,35.6,30.5,15.5,0,39563,-39,530,0.11510755,525,5,52,-95,-43,-1,898,13.38975557,13.26343713,0.126318449,1.313711868,-2.400050527,-1.08633866,11814,30.6,4679,46.2,0,14572,13739,833,5.7,33983,75.9566,FALSE,28113,4341105,28113,2,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,34
MS,Pontotoc,7,8,4730,6133,6135,3211,23.4,30.3,30.4,15.9,3,31833,193,439,0.113090189,281,158,18,18,36,-1,234,13.83265325,8.854158461,4.978494793,0.567170293,0.567170293,1.134340586,5185,16.5,2164,26.2,0,14423,13864,559,3.9,44297,99.0098,FALSE,28115,8437676,28115,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
