,Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
1852,4,C LM,CROSS H CATTLE,2824.5,127.469,1.05415324,5.3,6.45,4.271,2,0.515
1853,4,C LM,CROSS H CATTLE,2825.0,98.57799999999999,1.070000904,5.2,6.0,4.296,2,0.5
1854,4,C LM,CROSS H CATTLE,2825.5,78.954,1.0851121129999999,4.5,5.75,4.253,2,0.485
1855,4,C LM,CROSS H CATTLE,2826.0,67.02600000000001,1.093946724,3.5,5.35,4.346,2,0.47100000000000003
1856,4,C LM,CROSS H CATTLE,2826.5,59.711999999999996,1.0965624379999999,2.6,5.0,4.364,2,0.456
1857,4,C LM,CROSS H CATTLE,2827.0,62.048,1.092439911,2.6,4.9,4.394,2,0.441
1858,4,C LM,CROSS H CATTLE,2827.5,73.528,1.081995025,3.0,5.2,4.398,2,0.426
1859,5,C LM,CROSS H CATTLE,2828.0,83.486,1.066251362,3.6,5.7,4.386,2,0.41200000000000003
1860,4,C LM,CROSS H CATTLE,2828.5,82.963,1.045283851,4.4,6.2,4.33,2,0.397
1861,4,C LM,CROSS H CATTLE,2829.0,78.22,1.019946682,4.2,7.1,4.343,2,0.382
1862,6,C LM,CROSS H CATTLE,2829.5,65.96600000000001,0.9966867559999999,3.6,7.5,4.419,2,0.368
1863,6,C LM,CROSS H CATTLE,2830.0,46.376000000000005,0.984347258,2.1,7.75,4.476,2,0.353
1864,8,C LM,CROSS H CATTLE,2830.5,32.286,0.988648125,0.6,8.3,4.513999999999999,2,0.33799999999999997
1865,8,C LM,CROSS H CATTLE,2831.0,31.293000000000003,1.000217093,-0.1,8.65,4.64,2,0.324
1866,8,C LM,CROSS H CATTLE,2831.5,36.538000000000004,1.005609445,-0.7,8.45,4.698,2,0.309
1867,8,C LM,CROSS H CATTLE,2832.0,50.141999999999996,0.991624735,-0.5,7.55,4.586,2,0.294
1868,6,C LM,CROSS H CATTLE,2832.5,58.872,0.951483231,0.7,6.75,4.493,2,0.27899999999999997
1869,5,C LM,CROSS H CATTLE,2833.0,62.931999999999995,0.8924841790000001,2.1,6.45,4.454,2,0.265
1870,5,C LM,CROSS H CATTLE,2833.5,67.306,0.835753968,3.0,6.5,4.409,2,0.25
1871,8,C LM,CROSS H CATTLE,2834.0,67.73100000000001,0.7944183309999999,-2.8,10.5,3.6910000000000003,2,0.235
1872,2,C LM,CROSS H CATTLE,2837.0,78.04899999999999,0.618884485,-12.1,21.45,2.608,2,0.147
1873,2,C LM,CROSS H CATTLE,2837.5,75.925,0.631545228,-6.9,19.25,2.826,2,0.132
1874,3,C LM,CROSS H CATTLE,2838.0,77.553,0.666424373,-8.4,22.6,2.84,2,0.11800000000000001
1875,2,C LM,CROSS H CATTLE,2838.5,71.921,0.7109631190000001,-6.1,23.35,2.8989999999999996,2,0.10300000000000001
1876,3,C LM,CROSS H CATTLE,2839.0,61.93899999999999,0.745230985,-6.5,22.85,2.917,2,0.08800000000000001
1877,3,C LM,CROSS H CATTLE,2839.5,51.986999999999995,0.765668555,-3.8,18.7,3.022,2,0.07400000000000001
1878,3,C LM,CROSS H CATTLE,2840.0,41.019,0.772761647,1.1,13.45,3.298,2,0.059000000000000004
1879,8,C LM,CROSS H CATTLE,2840.5,34.314,0.775537635,3.1,9.25,3.5210000000000004,2,0.044000000000000004
1880,8,C LM,CROSS H CATTLE,2841.0,36.958,0.782615932,5.0,7.1,3.59,2,0.028999999999999998
1881,8,C LM,CROSS H CATTLE,2841.5,40.571999999999996,0.793650718,6.8,7.3,3.5180000000000002,2,0.015
1882,2,A1 SH,NOLAN,2853.5,106.81299999999999,0.5329999999999999,9.339,15.222000000000001,3.5,1,1.0
1883,3,A1 SH,NOLAN,2854.0,100.93799999999999,0.542,8.857000000000001,15.312999999999999,3.4160000000000004,1,0.977
1884,3,A1 SH,NOLAN,2854.5,94.375,0.5529999999999999,7.097,14.583,3.195,1,0.955
1885,3,A1 SH,NOLAN,2855.0,89.81299999999999,0.5539999999999999,7.081,14.11,2.963,1,0.932
1886,3,A1 SH,NOLAN,2855.5,91.56299999999999,0.56,6.733,13.189,2.9789999999999996,1,0.909
1887,3,A1 SH,NOLAN,2856.0,87.18799999999999,0.5670000000000001,6.577999999999999,12.806,3.16,1,0.8859999999999999
1888,3,A1 SH,NOLAN,2856.5,84.18799999999999,0.569,5.569,12.253,3.2230000000000003,1,0.8640000000000001
1889,3,A1 SH,NOLAN,2857.0,84.625,0.5670000000000001,4.861000000000001,12.229000000000001,3.361,1,0.841
1890,3,A1 SH,NOLAN,2857.5,90.31299999999999,0.581,5.6339999999999995,13.458,3.395,1,0.818
1891,3,A1 SH,NOLAN,2858.0,91.56299999999999,0.578,6.443,17.922,3.076,1,0.795
1892,3,A1 SH,NOLAN,2858.5,85.625,0.56,6.897,19.177,3.135,1,0.773
1893,3,A1 SH,NOLAN,2859.0,74.188,0.5329999999999999,4.6339999999999995,17.827,3.002,1,0.75
1894,3,A1 SH,NOLAN,2859.5,65.875,0.499,3.571,13.225999999999999,3.16,1,0.727
1895,3,A1 SH,NOLAN,2860.0,63.625,0.467,2.563,13.013,2.773,1,0.705
1896,3,A1 SH,NOLAN,2860.5,65.375,0.46,3.9219999999999997,13.46,2.541,1,0.682
1897,2,A1 SH,NOLAN,2861.0,65.813,0.45299999999999996,3.145,14.97,2.512,1,0.659
1898,2,A1 SH,NOLAN,2861.5,64.5,0.441,3.31,15.245,2.6660000000000004,1,0.636
1899,2,A1 SH,NOLAN,2862.0,65.313,0.426,2.439,14.602,2.807,1,0.614
1900,2,A1 SH,NOLAN,2862.5,67.063,0.415,2.877,14.017000000000001,2.9410000000000003,1,0.591
1901,2,A1 SH,NOLAN,2863.0,70.25,0.401,2.333,13.585,2.9810000000000003,1,0.568
1902,2,A1 SH,NOLAN,2863.5,72.125,0.38299999999999995,1.926,13.405999999999999,3.0780000000000003,1,0.545
1903,2,A1 SH,NOLAN,2864.0,79.563,0.35700000000000004,2.1519999999999997,14.205,3.17,1,0.523
1904,2,A1 SH,NOLAN,2864.5,80.563,0.332,3.0780000000000003,16.844,3.1069999999999998,1,0.5
1905,2,A1 SH,NOLAN,2865.0,75.813,0.31,5.733,18.242,3.012,1,0.47700000000000004
1906,2,A1 SH,NOLAN,2865.5,65.625,0.295,6.937,19.674,3.014,1,0.455
1907,2,A1 SH,NOLAN,2866.0,57.25,0.293,7.76,19.584,2.971,1,0.43200000000000005
1908,2,A1 SH,NOLAN,2866.5,59.625,0.292,6.294,19.487000000000002,2.947,1,0.409
1909,2,A1 SH,NOLAN,2867.0,62.0,0.293,5.391,18.584,2.787,1,0.386
1910,2,A1 SH,NOLAN,2867.5,68.438,0.307,4.007,17.428,2.807,1,0.364
1911,2,A1 SH,NOLAN,2868.0,71.063,0.33299999999999996,3.218,16.410999999999998,2.838,1,0.341
1912,2,A1 SH,NOLAN,2868.5,71.188,0.371,2.909,14.962,2.844,1,0.318
1913,2,A1 SH,NOLAN,2869.0,70.938,0.419,2.838,13.177,2.76,1,0.295
1914,2,A1 SH,NOLAN,2869.5,66.813,0.46299999999999997,2.855,12.282,2.58,1,0.273
1915,2,A1 SH,NOLAN,2870.0,69.875,0.493,2.702,11.556,2.7030000000000003,1,0.25
1916,2,A1 SH,NOLAN,2870.5,73.188,0.5,3.0260000000000002,11.769,2.795,1,0.22699999999999998
1917,2,A1 SH,NOLAN,2871.0,81.0,0.486,3.352,12.322000000000001,2.938,1,0.205
1918,2,A1 SH,NOLAN,2871.5,82.18799999999999,0.457,3.945,13.144,2.6910000000000003,1,0.182
1919,2,A1 SH,NOLAN,2872.0,82.06299999999999,0.42100000000000004,5.444,15.21,2.654,1,0.159
1920,2,A1 SH,NOLAN,2872.5,77.375,0.38,6.5920000000000005,16.358,2.75,1,0.136
1921,3,A1 SH,NOLAN,2873.0,74.75,0.341,6.672000000000001,16.326,2.891,1,0.114
1922,5,A1 SH,NOLAN,2873.5,73.688,0.31,6.614,17.409000000000002,2.9219999999999997,1,0.091
1923,5,A1 SH,NOLAN,2874.0,76.25,0.295,7.122999999999999,19.977,2.9810000000000003,1,0.068
1924,2,A1 SH,NOLAN,2874.5,73.938,0.301,10.693,21.143,3.065,1,0.045
1925,3,A1 SH,NOLAN,2875.0,75.5,0.32299999999999995,8.346,20.17,3.133,1,0.023
1926,5,A1 LM,NOLAN,2875.5,77.938,0.35,5.702999999999999,16.27,3.32,2,1.0
1927,5,A1 LM,NOLAN,2876.0,85.75,0.384,1.07,13.579,3.662,2,0.983
1928,5,A1 LM,NOLAN,2876.5,81.875,0.43799999999999994,0.9690000000000001,9.822000000000001,4.394,2,0.966
1929,8,A1 LM,NOLAN,2877.0,75.125,0.518,1.062,7.629,4.562,2,0.948
1930,8,A1 LM,NOLAN,2877.5,73.375,0.614,0.67,6.898,4.894,2,0.9309999999999999
1931,8,A1 LM,NOLAN,2878.0,79.938,0.696,0.442,6.442,5.121,2,0.914
1932,8,A1 LM,NOLAN,2878.5,89.5,0.7490000000000001,0.54,6.54,5.098,2,0.897
1933,6,A1 LM,NOLAN,2879.0,85.81299999999999,0.767,1.25,6.905,5.008,2,0.879
1934,6,A1 LM,NOLAN,2879.5,75.563,0.7509999999999999,2.104,7.075,4.695,2,0.862
1935,5,A1 LM,NOLAN,2880.0,60.156000000000006,0.7240000000000001,2.47,8.125,4.359,2,0.845
1936,5,A1 LM,NOLAN,2880.5,55.938,0.703,2.639,9.324,3.91,2,0.828
1937,6,A1 LM,NOLAN,2881.0,55.063,0.685,2.932,10.984000000000002,3.4610000000000003,2,0.81
1938,4,A1 LM,NOLAN,2881.5,58.843999999999994,0.6579999999999999,4.265,11.75,3.4339999999999997,2,0.7929999999999999
1939,4,A1 LM,NOLAN,2882.0,55.906000000000006,0.622,4.477,11.734000000000002,3.4730000000000003,2,0.7759999999999999
1940,4,A1 LM,NOLAN,2882.5,54.781000000000006,0.5760000000000001,3.5580000000000003,11.383,3.412,2,0.759
1941,4,A1 LM,NOLAN,2883.0,56.375,0.53,2.147,10.89,3.5269999999999997,2,0.741
1942,6,A1 LM,NOLAN,2883.5,65.125,0.498,2.5869999999999997,11.329,3.424,2,0.7240000000000001
1943,6,A1 LM,NOLAN,2884.0,67.813,0.48700000000000004,5.048,12.872,3.4410000000000003,2,0.7070000000000001
1944,4,A1 LM,NOLAN,2884.5,64.938,0.495,7.595,14.28,3.201,2,0.69
1945,7,A1 LM,NOLAN,2885.0,58.5,0.511,9.249,16.044,3.19,2,0.672
1946,7,A1 LM,NOLAN,2885.5,61.313,0.523,8.082,15.110999999999999,3.2439999999999998,2,0.655
1947,7,A1 LM,NOLAN,2886.0,80.563,0.529,6.129,13.842,3.67,2,0.638
1948,7,A1 LM,NOLAN,2886.5,104.43799999999999,0.54,4.2330000000000005,11.49,4.227,2,0.621
1949,8,A1 LM,NOLAN,2887.0,116.5,0.5660000000000001,2.6860000000000004,11.084000000000001,4.742,2,0.603
1950,8,A1 LM,NOLAN,2887.5,110.875,0.612,1.6669999999999998,10.638,4.867,2,0.586
1951,8,A1 LM,NOLAN,2888.0,109.31299999999999,0.664,0.755,10.866,4.891,2,0.569
1952,8,A1 LM,NOLAN,2888.5,108.31299999999999,0.7040000000000001,0.975,10.402000000000001,5.223,2,0.552
1953,6,A1 LM,NOLAN,2889.0,111.68799999999999,0.727,1.09,10.628,5.059,2,0.534
1954,6,A1 LM,NOLAN,2889.5,100.06299999999999,0.733,1.139,9.993,5.257999999999999,2,0.517
1955,6,A1 LM,NOLAN,2890.0,100.06299999999999,0.733,1.139,9.993,5.257999999999999,2,0.517
1956,8,A1 LM,NOLAN,2890.5,95.0,0.73,1.311,9.48,5.246,2,0.5
1957,8,A1 LM,NOLAN,2891.0,80.563,0.72,1.565,8.933,5.4879999999999995,2,0.483
1958,6,A1 LM,NOLAN,2891.5,63.031000000000006,0.7,1.23,8.487,5.8629999999999995,2,0.466
1959,6,A1 LM,NOLAN,2892.0,43.813,0.667,0.7020000000000001,8.527000000000001,5.715,2,0.44799999999999995
1960,8,A1 LM,NOLAN,2892.5,33.625,0.628,0.043,8.551,5.848,2,0.431
1961,8,A1 LM,NOLAN,2893.0,29.656,0.591,0.47200000000000003,9.097999999999999,5.187,2,0.414
1962,6,A1 LM,NOLAN,2893.5,26.719,0.5589999999999999,0.413,10.524000000000001,5.047,2,0.397
1963,6,A1 LM,NOLAN,2894.0,22.641,0.531,1.692,11.687000000000001,4.75,2,0.379
1964,8,A1 LM,NOLAN,2894.5,20.953000000000003,0.5,1.298,12.667,4.797,2,0.36200000000000004
1965,8,A1 LM,NOLAN,2895.0,22.561999999999998,0.47,0.924,12.748,4.852,2,0.345
1966,8,A1 LM,NOLAN,2895.5,24.406,0.441,-0.136,12.49,4.914,2,0.32799999999999996
1967,8,A1 LM,NOLAN,2896.0,24.875,0.418,0.299,12.005999999999998,5.07,2,0.31
1968,8,A1 LM,NOLAN,2896.5,25.078000000000003,0.40700000000000003,0.616,11.64,4.996,2,0.293
1969,8,A1 LM,NOLAN,2897.0,24.421999999999997,0.408,0.018000000000000002,12.872,4.785,2,0.276
1970,8,A1 LM,NOLAN,2897.5,27.781,0.415,-0.731,13.719000000000001,4.699,2,0.259
1971,8,A1 LM,NOLAN,2898.0,29.734,0.429,-0.414,14.037,4.914,2,0.24100000000000002
1972,8,A1 LM,NOLAN,2898.5,39.656,0.446,0.486,12.649000000000001,4.953,2,0.22399999999999998
1973,8,A1 LM,NOLAN,2899.0,48.75,0.462,1.505,11.727,4.492,2,0.207
1974,8,A1 LM,NOLAN,2899.5,52.406000000000006,0.486,1.367,11.133,3.815,2,0.19
1975,6,A1 LM,NOLAN,2900.0,50.188,0.522,1.325,10.98,3.693,2,0.172
1976,5,A1 LM,NOLAN,2900.5,54.906000000000006,0.5670000000000001,1.359,10.213,3.58,2,0.155
1977,8,A1 LM,NOLAN,2901.0,68.063,0.625,2.214,9.7,3.863,2,0.138
1978,6,A1 LM,NOLAN,2901.5,79.813,0.7020000000000001,3.406,9.289,3.8710000000000004,2,0.121
1979,4,A1 LM,NOLAN,2902.0,88.5,0.764,5.345,9.743,4.004,2,0.10300000000000001
1980,4,A1 LM,NOLAN,2902.5,85.18799999999999,0.799,5.84,10.127,3.775,2,0.086
1981,4,A1 LM,NOLAN,2903.0,74.188,0.795,4.279,8.905,4.148,2,0.069
1982,4,A1 LM,NOLAN,2903.5,74.188,0.795,4.279,8.905,4.148,2,0.069
1983,5,A1 LM,NOLAN,2904.0,55.406000000000006,0.7390000000000001,2.334,6.504,4.258,2,0.052000000000000005
1984,6,A1 LM,NOLAN,2904.5,47.875,0.6759999999999999,0.446,4.388,4.797,2,0.034
1985,8,A1 LM,NOLAN,2905.0,58.218999999999994,0.667,1.984,5.926,4.113,2,0.017
1986,8,A1 LM,NOLAN,2905.5,79.25,0.6709999999999999,1.088,17.369,3.49,1,1.0
1987,3,B1 SH,NOLAN,2906.0,93.125,0.664,0.0,27.246,3.057,1,0.971
1988,3,B1 SH,NOLAN,2906.5,94.25,0.649,1.395,27.267,2.682,1,0.941
1989,3,B1 SH,NOLAN,2907.0,84.875,0.612,0.8079999999999999,20.627,3.076,1,0.912
1990,3,B1 SH,NOLAN,2907.5,77.125,0.568,2.991,14.587,3.299,1,0.882
1991,3,B1 SH,NOLAN,2908.0,70.563,0.568,4.263,13.462,3.611,1,0.853
1992,3,B1 SH,NOLAN,2908.5,61.813,0.581,5.689,12.719000000000001,3.2560000000000002,1,0.8240000000000001
1993,2,B1 SH,NOLAN,2909.0,62.188,0.581,5.641,12.67,3.3539999999999996,1,0.794
1994,2,B1 SH,NOLAN,2909.5,62.563,0.569,5.791,11.446,3.25,1,0.765
1995,2,B1 SH,NOLAN,2910.0,74.5,0.555,5.529,11.073,3.342,1,0.735
1996,2,B1 SH,NOLAN,2910.5,84.625,0.5329999999999999,5.446000000000001,13.499,3.15,1,0.706
1997,3,B1 SH,NOLAN,2911.0,94.25,0.525,4.813,17.55,3.029,1,0.6759999999999999
1998,3,B1 SH,NOLAN,2911.5,101.0,0.531,6.428999999999999,21.451999999999998,2.844,1,0.647
1999,3,B1 SH,NOLAN,2912.0,97.75,0.54,5.7589999999999995,23.636,2.75,1,0.618
2000,3,B1 SH,NOLAN,2912.5,90.06299999999999,0.551,5.239,21.519000000000002,2.699,1,0.588
2001,2,B1 SH,NOLAN,2913.0,79.625,0.573,3.4989999999999997,17.839000000000002,2.885,1,0.5589999999999999
2002,2,B1 SH,NOLAN,2913.5,73.813,0.601,4.323,12.376,3.262,1,0.529
2003,2,B1 SH,NOLAN,2914.0,77.438,0.636,4.629,9.482999999999999,3.418,1,0.5
2004,2,B1 SH,NOLAN,2914.5,72.625,0.6809999999999999,3.464,7.522,3.373,1,0.47100000000000003
2005,2,B1 SH,NOLAN,2915.0,69.813,0.716,2.4219999999999997,7.393,3.2319999999999998,1,0.441
2006,2,B1 SH,NOLAN,2915.5,65.438,0.728,1.631,7.403,3.2310000000000003,1,0.41200000000000003
2007,2,B1 SH,NOLAN,2916.0,65.875,0.7190000000000001,1.158,7.386,3.3560000000000003,1,0.382
2008,2,B1 SH,NOLAN,2916.5,67.25,0.693,0.9159999999999999,7.483,3.398,1,0.353
2009,2,B1 SH,NOLAN,2917.0,67.875,0.662,0.58,8.404,3.3480000000000003,1,0.324
2010,2,B1 SH,NOLAN,2917.5,75.0,0.623,0.8959999999999999,8.381,3.3480000000000003,1,0.294
2011,2,B1 SH,NOLAN,2918.0,80.938,0.578,1.247,9.3,3.457,1,0.265
2012,2,B1 SH,NOLAN,2918.5,86.75,0.55,2.513,11.255999999999998,3.2230000000000003,1,0.235
2013,2,B1 SH,NOLAN,2919.0,92.125,0.528,1.859,15.28,2.8789999999999996,1,0.20600000000000002
2014,2,B1 SH,NOLAN,2919.5,95.0,0.504,2.565,16.331,2.7319999999999998,1,0.17600000000000002
2015,2,B1 SH,NOLAN,2920.0,98.625,0.498,2.98,17.43,3.008,1,0.147
2016,2,B1 SH,NOLAN,2920.5,97.5,0.518,6.042000000000001,19.691,3.213,1,0.11800000000000001
2017,3,B1 SH,NOLAN,2921.0,92.81299999999999,0.528,5.912999999999999,24.701999999999998,2.9589999999999996,1,0.08800000000000001
2018,3,B1 SH,NOLAN,2921.5,72.375,0.551,5.425,24.214000000000002,2.805,1,0.059000000000000004
2019,8,B1 LM,NOLAN,2922.0,48.281000000000006,0.596,3.01,19.402,2.906,1,0.028999999999999998
2020,8,B1 LM,NOLAN,2922.5,27.25,0.631,2.861,13.545,3.5610000000000004,2,1.0
2021,8,B1 LM,NOLAN,2923.0,19.875,0.675,2.844,9.412,3.807,2,0.95
2022,8,B1 LM,NOLAN,2923.5,16.906,0.7659999999999999,2.21,7.409,3.805,2,0.9
2023,8,B1 LM,NOLAN,2924.0,18.391,0.845,1.4369999999999998,6.18,4.093999999999999,2,0.85
2024,6,B1 LM,NOLAN,2924.5,21.719,0.905,1.495,5.0969999999999995,4.418,2,0.8
2025,6,B1 LM,NOLAN,2925.0,25.75,0.961,1.218,4.592,4.758,2,0.75
2026,8,B1 LM,NOLAN,2925.5,26.438000000000002,0.992,1.619,4.192,5.156000000000001,2,0.7
2027,8,B1 LM,NOLAN,2926.0,28.031,0.971,1.547,4.459,5.051,2,0.65
2028,8,B1 LM,NOLAN,2926.5,28.875,0.9440000000000001,0.892,4.723,5.047,2,0.6
2029,8,B1 LM,NOLAN,2927.0,33.031,0.9279999999999999,0.322,5.977,4.406000000000001,2,0.55
2030,8,B1 LM,NOLAN,2927.5,34.469,0.919,1.558,6.645,3.904,2,0.5
2031,5,B1 LM,NOLAN,2928.0,36.875,0.92,2.585,6.643,3.609,2,0.45
2032,5,B1 LM,NOLAN,2928.5,38.688,0.9329999999999999,1.9680000000000002,6.138,3.785,2,0.4
2033,5,B1 LM,NOLAN,2929.0,42.625,0.941,0.845,5.013999999999999,4.312,2,0.35
2034,5,B1 LM,NOLAN,2929.5,42.031000000000006,0.938,0.33899999999999997,3.713,4.598,2,0.3
2035,6,B1 LM,NOLAN,2930.0,37.5,0.929,0.3,2.873,4.875,2,0.25
2036,6,B1 LM,NOLAN,2930.5,33.281,0.919,0.546,2.7739999999999996,4.141,2,0.2
2037,8,B1 LM,NOLAN,2931.0,38.594,0.893,0.7,3.841,3.826,2,0.15
2038,8,B1 LM,NOLAN,2931.5,52.688,0.847,0.82,4.99,3.2910000000000004,2,0.1
2039,2,B2 SH,NOLAN,2932.0,63.938,0.782,1.615,6.93,3.3930000000000002,2,0.05
2040,2,B2 SH,NOLAN,2932.5,74.0,0.721,3.299,9.299,3.18,1,1.0
2041,2,B2 SH,NOLAN,2933.0,79.813,0.6759999999999999,4.893,12.49,3.08,1,0.955
2042,2,B2 SH,NOLAN,2933.5,91.25,0.653,6.112,15.422,2.992,1,0.909
2043,2,B2 SH,NOLAN,2934.0,98.25,0.643,5.027,15.822000000000001,3.082,1,0.8640000000000001
2044,2,B2 SH,NOLAN,2934.5,98.625,0.623,3.7089999999999996,13.82,3.443,1,0.818
2045,2,B2 SH,NOLAN,2935.0,86.5,0.594,2.6860000000000004,10.4,3.6839999999999997,1,0.773
2046,2,B2 SH,NOLAN,2935.5,77.313,0.5670000000000001,2.9589999999999996,8.613999999999999,3.77,1,0.727
2047,3,B2 SH,NOLAN,2936.0,71.938,0.546,4.279,8.905,3.7539999999999996,1,0.682
2048,3,B2 SH,NOLAN,2936.5,75.75,0.535,5.234,12.491,3.5980000000000003,1,0.636
2049,3,B2 SH,NOLAN,2937.0,83.56299999999999,0.535,6.867000000000001,17.206,3.342,1,0.591
2050,3,B2 SH,NOLAN,2937.5,93.81299999999999,0.539,7.596,20.333,3.08,1,0.545
2051,3,B2 SH,NOLAN,2938.0,99.5,0.5379999999999999,7.6129999999999995,18.754,3.023,1,0.5
2052,3,B2 SH,NOLAN,2938.5,90.81299999999999,0.532,5.035,16.059,3.1,1,0.455
2053,3,B2 SH,NOLAN,2939.0,79.813,0.534,4.1160000000000005,13.315,3.3089999999999997,1,0.409
2054,2,B2 SH,NOLAN,2939.5,73.313,0.535,3.4989999999999997,12.809000000000001,3.3160000000000003,1,0.364
2055,1,B2 SH,NOLAN,2940.0,67.625,0.547,3.858,10.888,3.4939999999999998,1,0.318
2056,1,B2 SH,NOLAN,2940.5,68.063,0.5760000000000001,3.0460000000000003,9.502,3.5269999999999997,1,0.273
2057,1,B2 SH,NOLAN,2941.0,67.625,0.597,2.454,8.337,3.574,1,0.22699999999999998
2058,1,B2 SH,NOLAN,2941.5,73.688,0.597,3.569,9.908,3.2089999999999996,1,0.182
2059,3,B2 SH,NOLAN,2942.0,79.5,0.625,2.096,20.658,2.682,1,0.136
2060,3,B2 SH,NOLAN,2942.5,82.5,0.6579999999999999,-0.258,26.186,2.498,1,0.091
2061,3,B2 SH,NOLAN,2943.0,78.75,0.66,-3.639,26.344,2.648,1,0.045
2062,3,B2 SH,NOLAN,2943.5,60.25,0.6509999999999999,-5.053999999999999,17.847,4.438,2,1.0
2063,8,B2 LM,NOLAN,2944.0,37.125,0.64,-1.2329999999999999,11.731,5.324,2,0.958
2064,8,B2 LM,NOLAN,2944.5,20.75,0.624,2.222,9.936,5.52,2,0.917
2065,8,B2 LM,NOLAN,2945.0,14.414000000000001,0.657,1.528,11.411,5.152,2,0.875
2066,8,B2 LM,NOLAN,2945.5,14.117,0.721,-0.348,12.505999999999998,5.023,2,0.833
2067,8,B2 LM,NOLAN,2946.0,15.937999999999999,0.76,-0.907,10.917,4.644,2,0.792
2068,8,B2 LM,NOLAN,2946.5,16.797,0.779,-0.693,9.19,5.152,2,0.75
2069,8,B2 LM,NOLAN,2947.0,18.25,0.795,0.198,7.566,4.918,2,0.708
2070,8,B2 LM,NOLAN,2947.5,18.813,0.799,0.198,7.566,4.918,2,0.667
2071,8,B2 LM,NOLAN,2948.0,22.641,0.802,1.626,6.48,4.731,2,0.625
2072,8,B2 LM,NOLAN,2948.5,28.969,0.8079999999999999,3.5410000000000004,5.541,4.059,2,0.583
2073,8,B2 LM,NOLAN,2949.0,30.5,0.813,4.486000000000001,4.888999999999999,4.16,2,0.542
2074,8,B2 LM,NOLAN,2949.5,28.75,0.816,3.8680000000000003,5.067,4.394,2,0.5
2075,8,B2 LM,NOLAN,2950.0,23.406,0.8220000000000001,2.603,6.087999999999999,4.926,2,0.45799999999999996
2076,8,B2 LM,NOLAN,2950.5,20.359,0.828,1.714,6.685,5.144,2,0.41700000000000004
2077,8,B2 LM,NOLAN,2951.0,16.828,0.84,1.235,6.0889999999999995,5.406000000000001,2,0.375
2078,8,B2 LM,NOLAN,2951.5,19.484,0.8540000000000001,1.365,4.739,5.324,2,0.33299999999999996
2079,6,B2 LM,NOLAN,2952.0,23.141,0.873,1.311,3.767,5.41,2,0.292
2080,6,B2 LM,NOLAN,2952.5,26.719,0.898,-0.026000000000000002,4.372,4.977,2,0.25
2081,6,B2 LM,NOLAN,2953.0,26.688000000000002,0.907,-0.705,4.611000000000001,5.129,2,0.20800000000000002
2082,6,B2 LM,NOLAN,2953.5,25.75,0.882,-0.48200000000000004,4.144,5.184,2,0.16699999999999998
2083,8,B2 LM,NOLAN,2954.0,32.906,0.8390000000000001,0.03,3.6319999999999997,5.223,2,0.125
2084,3,B3 SH,NOLAN,2954.5,55.468999999999994,0.795,1.023,4.397,4.762,2,0.083
2085,3,B3 SH,NOLAN,2955.0,81.375,0.741,2.505,6.675,4.004,2,0.042
2086,2,B3 SH,NOLAN,2955.5,98.56299999999999,0.688,4.586,10.013,3.7110000000000003,1,1.0
2087,2,B3 SH,NOLAN,2956.0,102.375,0.643,5.74,12.424000000000001,3.5269999999999997,1,0.9620000000000001
2088,2,B3 SH,NOLAN,2956.5,102.18799999999999,0.601,6.5520000000000005,13.809000000000001,3.486,1,0.9229999999999999
2089,2,B3 SH,NOLAN,2957.0,101.25,0.5770000000000001,5.038,13.663,2.9589999999999996,1,0.885
2090,2,B3 SH,NOLAN,2957.5,102.875,0.5720000000000001,3.5789999999999997,13.462,2.713,1,0.846
2091,2,B3 SH,NOLAN,2958.0,103.25,0.5720000000000001,2.9589999999999996,13.642999999999999,2.947,1,0.8079999999999999
2092,2,B3 SH,NOLAN,2958.5,100.68799999999999,0.5770000000000001,2.847,12.73,3.074,1,0.769
2093,2,B3 SH,NOLAN,2959.0,95.06299999999999,0.59,2.977,12.404000000000002,3.424,1,0.731
2094,2,B3 SH,NOLAN,2959.5,89.0,0.607,3.2230000000000003,11.620999999999999,3.3689999999999998,1,0.6920000000000001
2095,2,B3 SH,NOLAN,2960.0,89.125,0.624,2.792,11.417,3.596,1,0.654
2096,2,B3 SH,NOLAN,2960.5,83.06299999999999,0.642,2.1,10.498,3.648,1,0.615
2097,2,B3 SH,NOLAN,2961.0,76.563,0.652,1.7830000000000001,10.18,3.51,1,0.5770000000000001
2098,2,B3 SH,NOLAN,2961.5,73.25,0.654,1.8559999999999999,10.254000000000001,3.242,1,0.5379999999999999
2099,2,B3 SH,NOLAN,2962.0,79.438,0.655,2.8489999999999998,11.017999999999999,3.176,1,0.5
2100,2,B3 SH,NOLAN,2962.5,89.0,0.653,3.64,11.692,3.17,1,0.462
2101,2,B3 SH,NOLAN,2963.0,85.5,0.6409999999999999,3.638,12.036,3.1310000000000002,1,0.423
2102,2,B3 SH,NOLAN,2963.5,80.5,0.616,3.1919999999999997,11.700999999999999,3.123,1,0.385
2103,2,B3 SH,NOLAN,2964.0,73.375,0.584,3.028,11.425,3.065,1,0.34600000000000003
2104,2,B3 SH,NOLAN,2964.5,74.75,0.546,3.842,11.783,2.984,1,0.308
2105,2,B3 SH,NOLAN,2965.0,69.063,0.513,4.388,12.897,2.895,1,0.26899999999999996
