ALERT,SAR,kycRiskScore,income,tenureMonths,creditScore,state,nbrPurchases90d,avgTxnSize90d,totalSpend90d,csrNotes,nbrDistinctMerch90d,nbrMerchCredits90d,nbrMerchCreditsRndDollarAmt90d,totalMerchCred90d,nbrMerchCreditsWoOffsettingPurch,nbrPayments90d,totalPaymentAmt90d,overpaymentAmt90d,overpaymentInd90d,nbrCustReqRefunds90d,indCustReqRefund90d,totalRefundsToCust90d,nbrPaymentsCashLike90d,maxRevolveLine,indOwnsHome,nbrInquiries1y,nbrCollections3y,nbrWebLogins90d,nbrPointRed90d,PEP
1,0,2,34800,17,696,MA,9,147.3,1325.7, ,6,0,0,0,0,4,1325.7,0,0,1,1,63.36,0,14000,1,3,0,9,1,0
1,0,0,29600,19,722,NY,7,86.89,608.23, ,5,1,1,74,1,2,608.23,0,0,1,1,90.48,0,14000,1,4,0,3,1,0
1,0,2,2200,67,761,ME,1,70.18,70.18, ,1,0,0,0,0,6,137.87,67.69,1,2,1,139.34,0,8000,1,1,0,9,0,0
1,1,2,73600,2,736,PA,79,396.06,31288.74,transfer plastic replace statement cash,35,10,1,3964.1,2,2,31288.74,0,0,1,1,30.58,2,9000,0,3,0,6,0,0
1,0,3,18600,2,683,NJ,1,9.53,9.53, ,1,1,0,9.41,0,5,60,50.47,1,1,1,91.05,0,13000,0,3,0,8,1,0
1,0,1,23700,16,725,NY,54,9.95,537.3, ,24,3,1,32.26,2,3,1024.15,486.85,1,1,1,535.55,3,15000,1,3,0,7,0,0
1,0,1,14900,1,707,MA,4,19.51,78.04,  late payment change request statement,2,0,0,0,0,5,78.04,0,0,1,1,35.41,0,10000,1,4,1,6,3,0
1,0,2,47600,5,702,NY,8,0,0,change request plastic replace customer call,7,3,2,0,0,7,60,60,1,1,1,60,0,20000,1,3,1,5,0,0
1,0,1,23100,9,753,MA,2,8.06,16.12,card replace transfer password change bitcoin,1,0,0,0,0,3,2686.27,2670.15,1,3,1,2687.2,3,11000,1,3,0,8,1,0
1,0,0,52700,44,748,CT,4,0,0,password change password change late payment,3,0,0,0,0,7,60,60,1,2,1,60,0,18000,1,1,0,10,2,0
1,0,2,35800,1,654,CT,7,8.33,58.31, ,3,0,0,0,0,4,60,1.69,1,1,1,41.52,0,11000,1,2,0,6,0,0
1,0,2,62000,36,633,MA,0,30.94,0, ,0,0,0,0,0,4,60,60,1,1,1,60,0,19000,0,3,0,9,2,0
1,0,0,18600,0,718,CT,3,83.83,251.49,statement   billing address,2,1,0,82.53,0,4,251.49,0,0,1,1,59.21,0,17000,0,1,0,9,0,0
1,0,1,16200,8,723,NJ,7,64.96,454.72,late payment billing address transfer statement,3,0,0,0,0,3,454.72,0,0,1,1,50,0,19000,0,0,0,9,3,0
1,0,1,44200,14,705,ME,0,200.54,0,transfer customer call password change,0,0,0,0,0,2,60,60,1,1,1,60,0,7000,1,4,0,4,1,0
1,0,0,16200,24,785,CT,6,149.08,894.48,customer call     moneyorder payment,3,0,0,0,0,4,3488.28,2593.8,1,2,1,2630,4,14000,1,1,0,1,0,0
1,0,2,32500,15,717,MA,7,24.8,173.6,card replace transfer card replace,2,2,1,43.81,0,6,60,0,0,1,1,60.13,1,12000,0,5,0,3,0,0
1,0,1,10100,50,704,RI,23,12.27,282.21, ,10,2,0,25.08,1,3,282.21,0,0,1,1,78.19,0,16000,0,1,0,6,1,0
1,0,0,61900,11,772,NJ,55,51.1,2810.5, ,24,11,3,561.08,5,3,2810.5,0,0,1,1,6.91,3,13000,1,1,1,10,0,0
1,0,0,32300,51,713,NY,2,216.03,432.06, ,0,0,0,0,0,3,432.06,0,0,1,1,120.03,0,11000,1,3,0,8,1,0
1,0,3,21600,20,716,NY,2,186.28,372.56,plastic replace password change password change statement,1,0,0,0,0,3,60,0,0,1,1,70.95,0,15000,1,2,0,10,0,0
1,0,2,61200,34,652,ME,46,263.94,12141.24, ,24,4,1,1030.72,1,3,12141.24,0,0,1,1,33.73,3,10000,1,3,0,8,3,0
1,0,2,24900,43,714,NY,3,129.36,388.08, ,3,1,1,128,0,3,388.08,0,0,1,1,40.58,0,16000,1,4,0,10,0,0
1,0,1,74000,4,772,ME,55,54.84,3016.2,statement late payment  ,23,6,1,335.1,2,3,150.81,0,0,1,1,72.51,3,11000,1,2,0,9,0,0
1,0,1,44200,2,796,PA,41,101.23,4150.43,plastic replace customer call plastic replace bitcoin,18,6,2,630.08,2,2,207.52,0,0,1,1,38.99,2,12000,0,2,0,12,0,0
1,0,1,112200,94,780,MA,59,13.1,772.9,customer call late payment statement,31,5,0,63.85,4,3,772.9,0,0,1,1,53.47,0,11000,0,4,0,10,0,0
1,0,2,26500,46,725,RI,10,125.08,1250.8,transfer customer call   atm denied,4,2,0,254.34,1,3,2912.86,1662.06,1,1,1,1679.44,3,10000,1,6,0,6,0,0
1,1,2,66000,15,669,PA,49,259.01,12691.49,billing address transfer customer call cash,30,4,2,1076.28,1,5,12691.49,0,0,1,1,46,5,13000,0,3,0,7,2,0
1,0,1,33100,48,661,PA,53,0,0, ,28,4,1,0,3,3,60,60,1,1,1,60,0,10000,1,1,0,9,2,0
1,0,3,61700,3,686,NY,52,149.41,7769.32,password change statement late payment,28,3,0,445.05,1,3,2792.7,0,0,1,1,110.92,3,12000,1,3,0,10,1,0
1,0,3,17600,64,781,NY,2,305.15,610.3,plastic replace statement password change statement,1,0,0,0,0,4,60,0,0,1,1,49.11,0,16000,1,4,0,8,2,0
1,0,1,66800,5,753,ME,41,41.57,1704.37, ,20,5,1,201.96,2,4,1704.37,0,0,1,1,55.16,2,15000,1,1,0,6,0,0
1,0,2,31500,15,747,MA,35,340.06,11902.1, ,25,2,0,677.28,0,3,11902.1,0,0,1,1,64.49,3,11000,1,1,0,5,1,0
1,0,1,34100,6,695,NJ,14,10.64,148.96, ,7,3,0,31.41,0,3,148.96,0,0,1,1,35.6,0,14000,0,3,0,7,1,0
1,0,1,26800,50,770,CT,5,257.33,1286.65, ,3,1,0,256.3,1,3,677.08,0,0,1,1,44.93,3,18000,0,0,0,14,1,0
1,0,1,25600,0,737,NY,4,6.13,24.52,transfer change request  ,3,0,0,0,0,3,60,35.48,1,4,1,67.43,0,13000,1,3,1,9,1,0
1,1,0,55400,3,746,MA,12,91.44,1097.28, ,4,0,0,0,0,2,3886.54,2789.26,1,1,1,2844.88,2,11000,1,6,0,5,1,0
1,0,1,20500,25,682,MA,4,70.36,281.44,late payment   plastic replace statement,1,0,0,0,0,3,60,0,0,1,1,44.41,0,20000,1,3,0,6,1,0
1,0,2,9800,6,711,MA,5,159.09,795.45, ,3,2,0,313.9,0,5,60,0,0,1,1,53.29,5,11000,1,1,0,3,0,0
1,0,1,33100,1,682,PA,47,8.19,384.93, ,22,6,0,45.54,2,2,60,0,0,1,1,46.72,0,15000,1,3,1,9,1,0
1,0,1,77700,43,703,NY,27,51.15,1381.05, ,10,4,4,148,0,2,69.05,0,0,1,1,60.64,0,12000,1,3,0,7,0,0
1,0,3,93700,2,712,MA,46,0,0,customer call plastic replace statement cash,18,3,0,0,0,5,2713.07,2713.07,1,1,1,2713.07,5,14000,1,0,0,5,1,0
1,0,3,53800,2,725,MA,41,8.75,358.75, ,21,7,3,57.32,2,5,60,0,0,1,1,29.96,0,14000,0,3,0,5,1,0
1,0,1,41900,26,732,ME,68,67.76,4607.68,customer call transfer customer call,35,8,2,548.78,2,6,4607.68,0,0,1,1,56.82,6,13000,1,3,0,9,1,0
1,1,3,59700,7,639,ME,37,305.23,11293.51,change request statement plastic replace withdraw limit,19,3,1,897.2,1,3,13870.01,2576.5,1,1,1,2609.42,3,13000,0,2,0,11,1,0
1,0,3,35400,16,699,MA,16,129.65,2074.4, ,10,0,0,0,0,3,4707.2,2632.8,1,1,1,2682.68,3,14000,0,5,0,6,2,0
1,0,5,127900,10,738,ME,8,187.18,1497.44,  late payment card replace,4,2,1,377.28,1,2,1497.44,0,0,1,1,66.03,2,20000,1,3,1,7,2,0
1,1,0,42900,2,778,CT,23,489.43,11256.89,change request card replace billing address withdraw limit,9,4,1,1974.25,1,3,562.84,0,0,1,1,42.18,3,6000,1,1,0,9,0,0
1,1,2,120300,8,673,PA,83,418.49,34734.67, ,37,12,3,4887.75,6,2,37376.73,2642.06,1,1,1,2662.49,2,12000,0,2,0,7,1,0
1,0,0,20000,10,673,MA,3,4.68,14.04,password change customer call plastic replace,1,1,1,3,1,3,60,45.96,1,1,1,62.08,0,9000,1,7,0,6,0,0
1,1,2,117300,13,718,NY,25,406.99,10174.75, ,12,3,0,1221.96,1,5,10174.75,0,0,1,1,60.32,5,11000,1,1,0,8,0,0
1,0,1,101000,3,706,PA,63,2.34,147.42,transfer change request card replace,28,3,1,6.86,1,5,166.73,19.31,1,1,1,42.79,0,12000,0,7,1,10,2,0
1,0,2,33600,7,772,CT,1,13.95,13.95, ,0,0,0,0,0,4,60,46.05,1,2,1,97.56,0,11000,1,3,0,9,0,0
1,0,1,146100,10,784,MA,39,257.61,10046.79,"transfer transfer late payment lost cardrefund requested. supply additional details, call back",21,3,1,800.7,0,4,10046.79,0,0,1,1,58.59,4,14000,0,2,0,8,1,0
1,0,2,65700,5,772,NY,36,34.34,1236.24, ,19,7,4,248.28,2,5,1236.24,0,0,1,1,54.33,4,16000,1,4,0,8,2,0
1,1,1,84600,7,756,NY,446,451.26,201261.96, ,212,45,7,20042.04,19,2,10063.1,0,0,1,1,40.88,2,8000,1,2,0,10,1,0
1,0,2,1400,13,751,NY,0,133.35,0,statement late payment  ,0,0,0,0,0,3,60,60,1,1,1,60,0,7000,0,6,0,7,0,0
1,0,1,45500,63,785,ME,37,29.93,1107.41,card replace   change request withdraw limit,22,3,0,92.67,0,5,2388.1,1280.69,1,1,1,1323.73,5,18000,0,2,0,6,1,0
1,0,1,82800,20,750,NY,42,20.51,861.42,customer call late payment card replace moneyorder payment,21,5,2,93.32,3,3,2638.57,1777.15,1,1,1,1821.06,3,11000,0,4,0,9,2,0
1,0,1,17800,1,717,NY,2,155.73,311.46,change request plastic replace transfer statement,0,0,0,0,0,7,311.46,0,0,1,1,42.82,0,12000,1,2,0,8,0,0
1,1,2,9300,2,772,PA,4,735.04,2940.16,statement customer call card replace atm denied,3,0,0,0,0,3,5573.38,2633.22,1,1,1,2694.22,3,10000,0,2,0,8,3,0
1,0,1,200600,12,707,RI,57,187.18,10669.26, ,28,2,0,372.06,1,3,10669.26,0,0,1,1,58.74,3,6000,0,2,0,8,0,0
1,1,1,32700,7,755,CT,0,140.39,0,card replace statement   moneyorder,0,0,0,0,0,3,2724.5,2724.5,1,1,1,2724.5,3,5000,0,5,0,6,5,0
1,0,0,52100,30,728,MA,4,0,0,card replace   late payment,2,0,0,0,0,5,60,60,1,1,1,60,1,13000,1,4,0,4,0,0
1,0,0,41000,7,693,PA,8,83.75,670,plastic replace billing address  ,7,2,0,165.74,1,4,172.3,0,0,1,1,37.55,2,21000,0,2,0,9,1,0
1,0,1,24800,13,694,MA,12,428.73,5144.76, ,8,1,0,428.95,1,4,5144.76,0,0,1,1,43.8,4,12000,1,2,0,7,1,0
1,0,2,17500,3,711,NJ,3,160.56,481.68, ,1,0,0,0,0,4,94.83,0,0,1,1,25.19,0,15000,1,1,0,6,0,0
1,0,1,78000,10,749,RI,23,228.75,5261.25,customer call billing address customer call moneyorder payment,13,5,1,1139.68,2,2,5261.25,0,0,1,1,36.1,2,7000,1,2,1,10,0,0
1,0,1,0,22,763,PA,0,117.27,0, ,0,0,0,0,0,4,60,60,1,1,1,60,0,13000,1,1,0,8,1,0
1,1,1,93200,6,704,CT,44,1039.17,45723.48, ,14,3,1,3074.86,2,3,45723.48,0,0,1,1,33.57,3,11000,0,2,1,6,3,0
1,0,1,32300,13,740,NY,12,311.73,3740.76, ,8,1,0,312.02,0,5,2660.32,0,0,1,1,41.21,5,8000,0,3,0,11,0,0
1,0,2,12800,1,682,NY,10,279.86,2798.6, ,3,0,0,0,0,2,139.93,0,0,1,1,31.24,0,8000,0,6,0,2,1,0
1,0,2,33800,5,715,NJ,0,57.39,0, ,0,0,0,0,0,4,60,60,1,1,1,60,0,16000,1,6,0,4,2,0
1,0,2,32100,0,746,PA,12,31.93,383.16,billing address plastic replace transfer statement,4,0,0,0,0,4,383.16,0,0,1,1,65.26,0,16000,1,3,0,7,1,0
1,0,1,23500,14,762,MA,48,57.39,2754.72,transfer change request late payment,32,5,1,302.04,1,3,2754.72,0,0,1,1,50.8,3,15000,1,1,0,11,2,0
1,0,0,21500,8,672,NJ,21,13.52,283.92,password change password change late payment,13,2,0,25.58,0,2,60,0,0,1,1,32.85,0,8000,0,1,0,5,1,0
1,0,1,21400,55,582,MA,11,256.6,2822.6, ,6,2,0,516.8,1,7,141.13,0,0,1,1,58.21,7,9000,0,3,0,9,1,0
1,0,1,82400,17,670,NJ,19,556.66,10576.54, ,7,3,0,1667.94,2,3,13227.77,2651.23,1,1,1,2727.13,3,10000,1,1,0,6,2,0
1,0,2,19700,23,759,NJ,21,14.84,311.64, ,13,1,1,20,0,7,60,0,0,1,1,61.29,0,9000,1,4,0,10,3,0
1,0,1,8200,49,681,ME,6,143.74,862.44,  password change  ,2,1,0,142.64,0,3,862.44,0,0,1,1,44.41,1,16000,1,4,0,10,0,0
1,0,1,178000,5,671,NJ,61,60.02,3661.22, ,36,7,1,445.84,5,5,183.06,0,0,1,1,87.17,5,11000,0,4,0,5,1,0
1,0,2,84300,26,741,NY,35,42.76,1496.6,  card replace password change,17,4,1,166.7,2,3,1496.6,0,0,1,1,25.36,0,10000,1,2,0,9,1,0
1,0,3,3000,6,740,PA,1,53.96,53.96, ,1,0,0,0,0,5,60,6.04,1,1,1,36.01,0,18000,0,2,0,8,1,0
1,0,3,20800,11,762,RI,1,74.82,74.82, ,1,0,0,0,0,3,129.9,55.08,1,1,1,95.62,0,15000,0,1,1,7,0,0
1,0,0,73100,7,723,RI,17,13.98,237.66, ,6,2,1,23.73,0,3,2892.5,2654.84,1,2,1,2679.44,3,11000,1,2,0,8,0,0
1,1,3,20900,19,773,MA,4,53.95,215.8, ,2,0,0,0,0,2,2862.54,2646.74,1,1,1,2684.08,2,8000,1,5,0,7,3,0
1,0,3,58700,21,745,MA,48,19.25,924,customer call transfer  ,25,4,0,78.16,0,2,924,0,0,1,1,44.27,0,9000,0,4,0,4,2,0
1,0,1,23700,35,702,NY,12,48.47,581.64,password change billing address plastic replace,6,1,0,47.78,1,3,581.64,0,0,1,1,50,0,15000,1,1,0,90,1,0
1,1,2,39700,14,715,ME,74,190.68,14110.32,statement billing address   withdraw limit,36,10,2,1937.44,3,4,14110.32,0,0,1,1,32.4,4,10000,1,4,1,13,1,0
1,0,2,59200,0,725,NY,16,162.18,2594.88, ,8,5,0,815.85,2,2,2594.88,0,0,1,1,52.34,2,7000,1,4,0,6,1,0
1,0,0,58600,39,764,MA,63,25.7,1619.1, ,26,4,1,116.24,3,5,1619.1,0,0,1,1,60.98,1,10000,1,3,0,7,0,0
1,0,1,200,10,737,MA,0,105.25,0, ,0,0,0,0,0,5,60,60,1,1,1,60,0,16000,1,7,0,5,0,0
1,0,1,6700,13,756,NY,0,83.59,0,change request transfer password change,0,0,0,0,0,5,60,60,1,1,1,60,0,5000,0,0,0,10,1,0
1,0,1,54900,16,670,MA,6,185.78,1114.68, ,1,3,0,558.54,0,5,1493.7,379.02,1,1,1,445.84,5,15000,1,7,1,6,1,0
1,0,3,12500,43,699,RI,14,24.35,340.9,customer call transfer statement statement,5,0,0,0,0,3,340.9,0,0,1,1,28.56,0,14000,0,5,0,8,0,0
1,0,0,26100,7,724,PA,11,273.6,3009.6,password change customer call statement overseas atm,5,2,0,546.52,0,2,5906.74,2897.14,1,2,1,2937.36,2,9000,1,3,0,4,1,0
1,0,0,30600,3,800,RI,6,48.56,291.36,late payment card replace card replace,4,0,0,0,0,2,318.19,26.83,1,1,1,65.93,0,10000,1,4,0,5,0,0
1,0,0,25300,4,703,NY,2,24.28,48.56,change request transfer transfer,2,1,0,23.85,1,6,60,11.44,1,1,1,65.61,1,16000,1,1,0,4,0,0
1,0,1,15500,1,668,CT,6,1395.04,8370.24, ,4,1,0,1393.04,0,2,8370.24,0,0,1,1,53.59,2,9000,0,0,0,4,0,0
1,0,1,61400,6,666,RI,23,130.19,2994.37, ,16,1,0,128.3,1,4,149.72,0,0,1,1,61.07,2,12000,1,3,1,7,2,0
1,0,1,40700,2,721,NJ,37,47.6,1761.2, ,21,2,0,94.84,1,4,1761.2,0,0,1,1,45.81,1,8000,0,0,0,8,0,0
1,1,2,50000,16,656,MA,21,181.31,3807.51,change request transfer billing address overseas atm,10,2,2,332,0,4,5827.3,2019.79,1,2,1,2068.42,4,7000,0,3,0,12,0,0
1,0,1,120800,22,681,MA,0,3.61,0, ,0,0,0,0,0,3,60,60,1,1,1,60,0,14000,1,4,1,5,0,0
1,0,1,3000,11,650,MA,0,351.79,0,customer call change request transfer moneyorder payment,0,0,0,0,0,3,2660.16,2660.16,1,1,1,2660.16,3,14000,0,2,0,4,0,0
1,0,3,15300,22,719,PA,2,346.73,693.46, ,1,0,0,0,0,3,693.46,0,0,1,1,69.13,0,10000,1,1,0,3,2,0
1,0,3,7900,6,714,NY,2,310.31,620.62, ,0,0,0,0,0,3,2741.09,2120.47,1,2,1,2158.91,3,18000,1,2,0,6,2,0
1,1,2,158500,37,771,RI,78,1173.05,91497.9, ,37,11,1,12979.1,4,2,91497.9,0,0,1,1,29.67,2,9000,0,2,0,4,0,0
1,1,0,60800,3,757,MA,17,332.04,5644.68,customer call transfer   moneyorder payment,5,0,0,0,0,3,8307.68,2663,1,1,1,2727.65,3,11000,1,2,0,6,0,0
1,0,0,37200,1,680,MA,8,91.07,728.56, ,3,2,0,185.62,0,2,728.56,0,0,1,1,47.55,0,9000,1,4,0,6,1,0
1,0,2,137000,12,670,CT,88,12.52,1101.76,change request transfer billing address,40,3,0,37.32,2,3,1101.76,0,0,1,1,89.64,0,12000,1,1,1,8,0,0
1,0,1,52300,6,710,NY,46,12.34,567.64,  plastic replace transfer,20,1,0,12.5,0,4,567.64,0,0,1,1,32.59,0,11000,0,1,0,8,2,0
1,0,1,47600,58,730,ME,73,31.38,2290.74,password change transfer password change,40,3,2,83.4,0,5,2290.74,0,0,1,1,26.9,0,10000,1,3,0,8,1,0
1,0,3,24800,27,691,NY,20,73.01,1460.2,change request statement card replace statement,13,0,0,0,0,4,1460.2,0,0,1,1,64.88,0,18000,1,1,0,7,1,0
1,0,1,17900,40,743,MA,2,97.37,194.74,late payment billing address late payment statement,2,0,0,0,0,5,60,0,0,1,1,40.15,0,17000,0,4,0,1,0,0
1,0,2,91500,5,682,RI,50,23.3,1165,plastic replace statement   withdraw limit,28,3,1,76.04,1,8,2604.48,1439.48,1,1,1,1500.21,8,8000,0,1,0,8,1,0
1,0,1,14000,21,697,CT,2,57.53,115.06,card replace change request billing address atm denied,1,0,0,0,0,3,2708.4,2593.34,1,3,1,2658.43,3,16000,0,2,0,9,2,0
1,0,2,40200,2,732,NY,9,119.36,1074.24,statement late payment   statement,5,0,0,0,0,4,1074.24,0,0,1,1,22.31,0,11000,1,2,0,10,2,0
1,0,0,136700,23,746,ME,119,109.92,13080.48, ,56,10,0,1099.8,4,4,654.02,0,0,1,1,43.08,4,17000,1,0,0,5,1,0
1,1,0,47000,67,719,MA,2,49.86,99.72,customer call card replace change request withdraw limit,0,0,0,0,0,3,2843.54,2743.82,1,1,1,2780.27,3,13000,1,1,0,7,1,0
1,0,1,45400,10,747,RI,51,37.37,1905.87, ,28,2,1,82.94,2,2,1905.87,0,0,1,1,48.41,0,11000,0,3,0,5,0,0
1,0,2,93300,43,649,NY,35,307.34,10756.9,"plastic replace plastic replace plastic replace lost cardrefund requested. supply additional details, call back",17,2,0,613.84,1,3,10756.9,0,0,1,1,50.31,3,9000,1,0,0,8,3,0
1,0,0,28000,59,706,NY,20,100.77,2015.4, ,8,2,0,201.92,1,5,100.77,0,0,1,1,37.01,3,16000,0,5,0,5,2,0
1,0,2,,34,657,MA,9,174.68,1572.12, ,5,0,0,0,0,5,78.61,0,0,1,1,37.38,0,22000,1,2,0,9,0,0
1,0,2,32700,7,658,PA,29,118.24,3428.96,late payment password change card replace,16,1,0,119.76,0,2,3428.96,0,0,1,1,38.34,0,20000,0,2,0,9,0,0
1,0,3,3800,5,706,MA,1,1.56,1.56, ,0,0,0,0,0,3,60,58.44,1,1,1,95.54,1,11000,1,1,0,6,1,0
1,0,0,52100,1,671,NY,23,314.26,7227.98, ,10,2,2,682,1,3,7227.98,0,0,1,1,45.74,3,20000,1,3,1,7,1,0
1,0,1,72300,12,724,NY,7,1692.93,11850.51, ,3,0,0,0,0,2,592.53,0,0,1,1,86.53,0,15000,1,5,0,11,1,0
1,1,1,22300,3,666,NY,32,193.71,6198.72, ,20,6,0,1161.66,3,7,6198.72,0,0,1,1,63.16,7,13000,1,3,0,11,1,0
1,0,2,24600,3,633,NY,14,11.86,166.04, ,6,2,0,23.56,0,3,207.89,41.85,1,1,1,76.3,0,16000,1,2,1,10,0,0
1,0,1,28400,11,700,NY,0,135.69,0,card replace plastic replace plastic replace,0,0,0,0,0,5,60,60,1,1,1,60,0,7000,1,1,0,15,2,0
1,0,1,4700,5,679,NY,2,200.57,401.14,  customer call statement statement,2,0,0,0,0,6,401.14,0,0,1,1,39.74,0,11000,1,4,0,6,2,0
1,0,1,42700,25,741,NH,4,11.7,46.8,plastic replace billing address password change,1,2,0,23.06,1,3,60,13.2,1,1,1,52.96,0,12000,1,5,0,11,1,0
1,1,1,24300,6,730,RI,13,31.45,408.85,billing address change request customer call withdraw limit,9,1,0,31.53,0,3,3077.24,2668.39,1,1,1,2709.16,3,4000,1,5,0,11,1,0
1,0,3,53000,10,733,MA,19,45.58,866.02,  customer call plastic replace,8,1,0,45.22,1,3,60,0,0,1,1,26.27,0,12000,0,2,0,4,4,0
1,0,1,31600,22,745,MA,7,85.25,596.75, ,5,1,0,86.91,0,5,596.75,0,0,1,1,50.17,0,17000,1,4,0,4,1,0
1,0,0,20900,5,701,ME,2,111.83,223.66, ,1,0,0,0,0,2,60,0,0,1,1,101.63,0,12000,1,1,1,6,0,0
1,1,2,61900,6,675,RI,70,171.14,11979.8, ,33,9,5,1603.04,3,2,598.99,0,0,1,1,59.96,2,16000,0,4,0,12,3,0
1,0,3,24700,16,724,CT,0,124.43,0, ,0,0,0,0,0,4,60,60,1,3,1,60,0,17000,1,3,1,12,0,0
1,0,1,19300,9,682,NY,9,199.96,1799.64,password change card replace card replace statement,5,0,0,0,0,3,1799.64,0,0,1,1,71.46,0,8000,0,4,0,9,2,0
1,0,0,46800,14,661,CT,14,42.31,592.34, ,5,1,0,42.16,0,3,592.34,0,0,1,1,51.13,0,10000,1,3,0,8,2,0
1,0,0,66600,44,727,ME,77,60.79,4680.83,change request late payment password change,36,5,2,289.93,2,4,4680.83,0,0,1,1,30.76,4,20000,1,3,0,7,2,0
1,0,3,23900,13,716,MA,35,15.17,530.95,password change card replace card replace moneyorder payment,13,1,0,15.27,1,2,3260.93,2729.98,1,1,1,2776.09,2,7000,1,2,0,11,1,0
1,0,2,21800,77,698,CT,20,31.78,635.6, ,8,0,0,0,0,3,635.6,0,0,1,1,31.74,0,13000,1,2,0,11,0,0
1,0,0,72600,8,670,NY,108,65.83,7109.64, ,52,13,3,818.5,7,2,7109.64,0,0,1,1,63.2,2,21000,0,3,0,7,0,0
1,0,2,93100,22,771,NJ,31,125.25,3882.75,"late payment change request plastic replace lost cardrefund requested. supply additional details, call back",15,5,1,641.68,1,2,3882.75,0,0,1,1,60.57,2,15000,0,4,0,6,1,0
1,0,1,68000,11,735,NY,18,191.4,3445.2,statement billing address statement,10,3,1,559.62,2,10,172.26,0,0,1,1,54.58,10,10000,1,3,0,8,1,0
1,0,2,62400,14,705,NJ,11,172.51,1897.61, ,8,2,1,320.34,1,4,1897.61,0,0,1,1,38.35,4,12000,1,5,0,8,1,0
1,0,0,79300,4,747,MA,29,20.99,608.71, ,11,4,2,74.62,2,3,608.71,0,0,1,1,39.58,1,13000,0,1,0,12,3,0
1,0,1,86000,41,693,PA,28,95.66,2678.48,transfer statement statement overseas atm,9,2,0,191.58,0,2,4833.52,2155.04,1,1,1,2230.4,2,6000,0,2,0,8,0,0
1,0,0,21300,16,736,NY,9,138.84,1249.56, ,6,1,0,138.89,0,5,1249.56,0,0,1,1,17.87,0,11000,1,4,0,5,3,0
1,0,3,45500,6,637,RI,4,696.72,2786.88, ,2,0,0,0,0,3,2786.88,0,0,1,1,41.56,0,17000,0,4,0,4,0,0
1,0,3,55100,39,673,CT,16,19.71,315.36, ,7,2,1,40.37,1,2,60,0,0,1,1,34.3,0,10000,0,6,0,9,2,0
1,0,0,2800,11,691,NY,1,347.72,347.72, ,1,0,0,0,0,6,347.72,0,0,1,1,60.77,0,12000,1,1,0,92,1,0
1,0,2,90700,4,702,PA,141,213.79,30144.39, ,76,10,3,2139.1,0,2,30144.39,0,0,1,1,25.73,2,11000,0,0,0,5,1,0
1,0,2,51900,8,713,MA,3,678.52,2035.56,transfer password change statement statement,2,0,0,0,0,3,2035.56,0,0,1,1,56.49,0,22000,1,1,0,11,0,0
1,1,2,72600,7,728,CT,68,3.93,267.24,billing address change request statement,35,4,1,15.34,0,6,516.55,249.31,1,2,1,284.83,4,14000,1,2,0,8,1,0
1,0,0,53300,0,683,MA,16,70.54,1128.64, ,12,2,2,144,0,4,1128.64,0,0,1,1,51.25,1,10000,0,1,1,9,0,0
1,0,1,90900,8,671,ME,44,46.35,2039.4, ,22,7,0,326.06,2,4,101.97,0,0,1,1,67.16,4,8000,0,5,0,8,4,0
1,0,2,13200,30,776,NY,13,25.67,333.71, ,5,0,0,0,0,2,333.71,0,0,1,1,64.36,0,8000,1,3,0,8,1,0
1,0,2,49600,7,784,MA,8,425.1,3400.8, ,5,0,0,0,0,3,170.04,0,0,1,1,10.89,0,9000,0,2,0,6,4,0
1,1,2,51900,5,686,MA,79,211.08,16675.32,plastic replace password change transfer withdraw limit,44,10,2,2127.04,1,3,16675.32,0,0,1,1,72.85,3,16000,1,3,0,8,1,0
1,0,3,37700,20,722,PA,13,99.95,1299.35,password change statement change request,7,3,0,299.91,1,3,1299.35,0,0,1,1,67.13,2,11000,1,5,0,8,0,0
1,0,0,88400,13,706,PA,14,45.49,636.86,change request change request password change,8,3,1,135.5,0,5,636.86,0,0,1,1,51.48,4,11000,0,4,0,3,3,0
1,0,0,23400,41,727,RI,2,72.25,144.5,late payment late payment card replace,1,0,0,0,0,3,274.01,129.51,1,1,1,169.2,1,9000,0,1,0,3,0,0
1,1,2,77400,14,714,ME,95,308.16,29275.2, ,45,7,3,2095.36,4,2,1463.76,0,0,1,1,63.05,2,10000,0,3,0,10,0,0
1,0,2,9000,14,652,CT,7,0,0, ,6,0,0,0,0,3,60,60,1,1,1,60,0,7000,0,2,1,6,1,0
1,0,0,34300,46,716,PA,0,60.57,0,billing address card replace statement,0,0,0,0,0,8,60,60,1,2,1,60,0,11000,1,3,0,8,1,0
1,0,1,25600,47,694,NJ,10,16.87,168.7,card replace change request statement,3,2,0,33.16,1,3,60,0,0,1,1,41.23,0,9000,1,2,0,14,2,0
1,0,2,20400,4,632,MA,2,0,0,customer call late payment customer call,1,0,0,0,0,4,60,60,1,1,1,60,0,11000,1,4,1,11,0,0
1,0,0,46600,52,720,PA,11,174.84,1923.24,transfer statement billing address,5,1,0,175.33,1,3,2512.69,589.45,1,2,1,622.47,3,15000,1,1,0,11,2,0
1,0,0,138000,8,795,CT,9,259.26,2333.34, ,4,2,1,489.5,0,5,2971.9,638.56,1,1,1,663.76,5,14000,1,2,0,6,0,0
