loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,policy_code,is_bad
7800,7800, 36 months,16.29%,275.35,D,D1,United States Army,10+ years,RENT,93158.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=981033,,debt_consolidation,Gov Travel,967xx,HI,21.71,0.0,4/1/03,1.0,68.0,,8.0,0.0,22633,97.1,22.0,f,,1,0
25000,15350, 36 months,10.99%,502.47,B,B4,Hewlett Packard Company,10+ years,MORTGAGE,120000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=519090,"  Borrower added on 05/17/10 > Looking forward to reducing the amount I pay in interest each month.  And I will feel good knowing my interest payments are benefitting my peers instead of a bank or credit card company.<br/> Borrower added on 05/25/10 > Thank you to all my investors.  I am a good solid investment.<br/> Borrower added on 05/26/10 > Thank you to all who have funded my loan.  I look forward to paying off American Express in full.<br/> Borrower added on 05/28/10 > My job is very stable.  I work in a part of HP that is growing; services delivery.  I have worked there since 1998.  I perform a role that is in high demand; project management.  Thank you for your investment in me.<br/> Borrower added on 05/31/10 > Again, thanks to all who invested.<br/>",debt_consolidation,2010 Debt Consolidation,773xx,TX,8.6,0.0,12/1/79,2.0,68.0,,11.0,0.0,13385,50.7,21.0,f,,1,1
18000,18000, 60 months,15.27%,430.78,C,C4,YCUSD,10+ years,OWN,92000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1050245,,debt_consolidation,Financial Freedom,959xx,CA,28.83,0.0,5/1/97,1.0,82.0,,9.0,0.0,22095,61.0,38.0,f,,1,0
18000,18000, 36 months,15.20%,625.75,D,D4,Wells Fargo,10+ years,MORTGAGE,150000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=600342,,home_improvement,Home Improvement,913xx,CA,19.88,0.0,11/1/01,1.0,,,13.0,0.0,22970,79.8,24.0,f,,1,0
24250,24250, 36 months,14.59%,835.78,D,D1,Dept of Homeland Security,10+ years,MORTGAGE,155000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=501052,,debt_consolidation,Debt Consolidation,208xx,MD,7.52,1.0,4/1/83,0.0,7.0,,12.0,0.0,24282,34.1,39.0,f,,1,0
19000,19000, 36 months,11.99%,630.99,B,B5,Atlantic Business Products,4 years,MORTGAGE,105000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=790036,,debt_consolidation,debt consolidation,087xx,NJ,9.99,0.0,12/1/88,0.0,31.0,,7.0,0.0,17225,73.8,34.0,f,,1,0
12000,12000, 36 months,10.65%,390.88,B,B2,Burson-Marsteller,< 1 year,RENT,95000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1025008,,other,Other,100xx,NY,1.74,1.0,4/1/07,0.0,9.0,,8.0,0.0,1737,12.0,12.0,f,,1,0
12000,12000, 36 months,13.49%,407.17,C,C1,Walmart,10+ years,MORTGAGE,200000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1044495,,debt_consolidation,Debt Consolidation,328xx,FL,4.04,0.0,10/1/99,0.0,,,9.0,0.0,20750,77.4,17.0,f,,1,0
15000,15000, 36 months,13.47%,508.84,C,C4,The Corcoran Group,8 years,RENT,95004.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=375937, I just wanted to put a few credit cards and an auto loan under 1 umbrella.,debt_consolidation,Consolidate Debt,113xx,NY,11.89,0.0,10/1/96,0.0,59.0,,8.0,0.0,31565,68.3,19.0,f,,1,1
15000,15000, 36 months,7.66%,467.7,A,A5,Commercial Law Group,2 years,MORTGAGE,125000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=727422,"  Borrower added on 04/12/11 > I have a rental property under contract to purchase for $28,500.  I have an additional $10,000 on hand for repairs.  I currently own and manage 3 rental properties.<br/>",house,Rental Property purchase,731xx,OK,12.48,0.0,8/1/97,3.0,,,14.0,0.0,8030,19.9,40.0,f,,1,0
13000,13000, 36 months,9.88%,418.74,B,B1,Christian Dior Inc.,2 years,RENT,130000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=495957,,debt_consolidation,Consolidated,112xx,NY,9.2,0.0,9/1/02,0.0,,,6.0,0.0,19131,63.1,12.0,f,,1,0
2000,2000, 36 months,10.38%,64.9,B,B1,PT Holdings,10+ years,MORTGAGE,96000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=530433,,major_purchase,Sport Bike,344xx,FL,11.29,1.0,1/1/92,0.0,12.0,,13.0,0.0,18534,40.6,45.0,f,,1,0
25000,16650, 60 months,10.36%,356.72,B,B5,Ymca Central Florida,< 1 year,RENT,143500.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=605519,,credit_card,Credit Card Loan,328xx,FL,17.82,0.0,7/1/94,0.0,,,8.0,0.0,37916,61.4,35.0,f,,1,0
35000,35000, 60 months,20.62%,939.41,F,F2,Wilbert Plastic Services,2 years,MORTGAGE,110000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=833224,  Borrower added on 07/28/11 > Debt consolidation loan.<br/>,debt_consolidation,Debt Consolidation,448xx,OH,21.82,0.0,3/1/84,3.0,,,18.0,0.0,39304,91.8,31.0,f,,1,0
24150,24150, 36 months,14.61%,832.58,D,D1,Office of Court Administration,10+ years,MORTGAGE,103500.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=452896,"  559429 added on 10/19/09 > I want to pay off my credit cards in 3 years with one fixed payment. I pay all my bills on time without exception. I have an excellent income and a very secure job. (21 years) 559429 added on 10/24/09 > Admittedly, I was a little naive with the concept behind LendingClub. Only after perusing the site did I realize, I’ўО—ОИm not dealing with the banking industry, but instead, I’ўО—ОИm dealing with individuals just like myself.  That said, I think it’ўО—ОИs only fair I give a little background of whom I am and why I’ўО—ОИm making my request.  I’ўО—ОИm a government employee with The Unified Court System which is comprised of all the courts in New York State plus the Office of Court Administration.  I have worked for the Office of Court Administration for over 21 years.  I started my career as a court officer and rose up the ranks to my present position as Deputy Chief Clerk.  In today’ўО—ОИs precarious working environment I can ensure you I have very secure employment and rewarding income.  I have two children in college.  I elected to pay a good portion of their college expenses with my credit cards.  Hindsight suggests a different approach. As the end draws near, I would like to have all of my credit card’ўО—ОИs expenses paid off within four years.   I’ўО—ОИm very comfortable with the payments offered by LendingClub.  The interest rate is similar to the combined average of the cards I would like to payoff, but having automated payments and a three year payoff is satisfying.   I want to thank everyone in advance for helping me reach one of my goals.  I’ўО—ОИm deeply grateful and humbled you made the decision to invest in me.",debt_consolidation,3 year plan,103xx,NY,13.88,1.0,5/1/90,0.0,22.0,,20.0,0.0,54459,71.9,50.0,f,,1,0
5000,5000, 36 months,16.95%,178.14,E,E5,perlmart shoprite,5 years,MORTGAGE,110000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=377376,payoff assisted living expense of mother,other,mother,088xx,NJ,14.95,4.0,12/1/89,0.0,15.0,,5.0,0.0,49238,,22.0,f,,1,0
5000,5000, 36 months,14.96%,173.23,D,D2,New York City Police Department,5 years,MORTGAGE,110000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=446474,I am currently trying to consolidate some credit card debt. My wife is currently staying at home to care for our first child and will be back to work soon. Until that time I wish to consolidate some of our monthly credit card bills into one lower payment per month.,debt_consolidation,debt consolidation,109xx,NY,11.92,1.0,12/1/99,2.0,12.0,,7.0,0.0,21753,90.6,17.0,f,,1,0
4500,4500, 36 months,6.92%,138.79,A,A3,Cobb County Schools,10+ years,MORTGAGE,95000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=673585,,major_purchase,Equipment,301xx,GA,27.62,0.0,11/1/94,1.0,,,22.0,0.0,8590,13.7,51.0,f,,1,0
10000,10000, 36 months,7.75%,312.22,A,A3,Lam Research,10+ years,MORTGAGE,115500.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=216181,"10,000 loan request to help with debt incurred due to divorce.",other,Divorce Loan,054xx,VT,2.89,0.0,11/1/93,1.0,0.0,0.0,8.0,0.0,0,0.0,18.0,f,,1,0
14400,14400, 36 months,13.48%,488.51,C,C3,Tesoro Refining,10+ years,MORTGAGE,108600.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=514265,  Borrower added on 05/10/10 > Funds will be used to pay back a 401k loan. I have been working for the same company for 20yrs.<br/>,other,Serendipity,945xx,CA,16.38,0.0,2/1/88,0.0,,,8.0,0.0,29620,94.6,20.0,f,,1,0
10000,10000, 36 months,8.38%,315.12,A,A5,Telasic Communications,< 1 year,RENT,107000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=193452,"Wife and I are preparing to purchase inventory for 2008 for our small side business.  We've had a great year in 2007 and look forward to continuing success in '08.  Our only debt is business related.  With no credit defaults in our lifetime, you can be assurred that you will receive your $$$ plus interest payments on time.  Regards!",small_business,Adding Inventory,927xx,CA,2.28,0.0,12/1/94,2.0,0.0,0.0,4.0,0.0,15043,65.2,25.0,f,,1,0
21000,21000, 36 months,12.99%,707.48,C,C1,OREGON HEALTH & SCIENCE UNIVERSITY,10+ years,RENT,125000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=806080,,debt_consolidation,Responsible professional trying to pay o,972xx,OR,16.06,0.0,7/1/90,0.0,,,16.0,0.0,46097,55.3,51.0,f,,1,0
20000,20000, 60 months,17.27%,499.96,D,D3,Swiss Re,10+ years,MORTGAGE,291996.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=859988,"  Borrower added on 09/23/11 > I am using this loan to pay off credit card bills, which primarily relates to one-off medical bills, and some unexpected home repair bills, after I recently moved house.<br/><br/>I have an excellent employment record, having worked at my current firm for over 10 years, and I am a member of senior management there.<br/><br/>I have only ever been late on two payments on any loans / credit cards, both of which were over four years ago (one was an administrative error with a car dealer when I traded in a car, but the late payment was reported, and the other was a credit card payment which I missed when I had a family emergency). No other payments have ever been missed or late.<br/><br/>While the rates on some of my credit cards are less than the loan rate, I want to take out one loan, pay off the cards and not use them again, even if it means paying slightly more interest.  I am comfortably in a position to meet the payments.<br/><br/>If you have any questions, please do not hesitate to contact me<br/>",debt_consolidation,Debt-free plan,068xx,CT,4.81,0.0,8/1/04,0.0,49.0,,10.0,0.0,9686,59.1,19.0,f,,1,0
20000,20000, 36 months,12.69%,670.9,B,B5,Ancestry.com,9 years,MORTGAGE,107496.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000208,  Borrower added on 10/28/11 > Consolidate credit cards and one personal to one monthly payment. Once the loan is approved I will payoff my credit cards and personal loan and close my credit card accounts.<br/>,debt_consolidation,Debt Consolidation,840xx,UT,16.01,0.0,11/1/69,0.0,26.0,,11.0,0.0,10081,77.5,58.0,f,,1,0
30000,30000, 60 months,22.35%,834.55,F,F5,TASC,10+ years,MORTGAGE,116000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=970754,,debt_consolidation,Bill Consolidation,229xx,VA,22.41,0.0,7/1/94,0.0,,,15.0,0.0,41707,77.0,30.0,f,,1,0
20000,20000, 36 months,13.06%,674.46,C,C2,veterans administration,10+ years,RENT,100000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=659193,"  Borrower added on 01/21/11 > This loan is for a wedding out of state. Both fiancee and I will fund this ourselves but simply do not have the upfront cash to do so. Solid Credit, Solid Income, Solid Investment.<br/> Borrower added on 01/21/11 > These funds are to be used for our out of state wedding :)  Both Fiancee and I are in a healthy financial state, with very good credit rating, little debt and strong income.  We both want to fund the wedding ourselves and simply do not have the upfront cash to do so.  Thank you.<br/> Borrower added on 01/24/11 > 19 year career, currently GS 13, Fiancee, well established P.T. and low debt to income ratio.  Will glad provide further financial information, to include additional income if needed or asked.<br/>",wedding,wedding loan,980xx,WA,0.56,1.0,7/1/88,2.0,10.0,,4.0,0.0,2177,39.0,22.0,f,,1,0
6775,6775, 36 months,8.59%,214.16,A,A4,State Of Florida,10+ years,MORTGAGE,116004.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=435798,We are helping our son purchase a truck which he needs to get to work.,car,Toby's Truck,334xx,FL,0.89,0.0,9/1/90,0.0,,,7.0,0.0,1890,2.3,12.0,f,,1,0
5600,5600, 36 months,13.98%,191.35,C,C3,,6 years,MORTGAGE,108041.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=573874,"  Borrower added on 08/31/10 > My reason for applying for this loan is to consolidate 2009 tax debt and unexpected medical expense debt.<br/><br/>In the last two quarters of 2009, my speech therapy practice grew faster than I had anticipated and I did not adjust my estimated tax payments accordingly. I ended up with $5,000 in tax debt. I had some savings to pay a large part  of this debt, but unfortunately my husband had to have an unexpected surgery in April, depleting our savings and leaving us with almost $2,000.00 in medical bills. I have made payment agreements with both the IRS and our medical provider but the monthly payments are putting very tight constraints on our monthly cash flow. I am looking to refinance this debt for a short term (36 months at much lower monthly payments) in order to create some space in our monthly cash flow and and allowing us to stay current on our 2010 quarterly estimated tax payments as well as build up savings for future unexpected expenses. This loan would not be additional debt, we are looking to convert some high monthly payments into more manageable monthly payments.<br/><br/><br/>My approximate monthly budget :<br/><br/>Income: $8,600.00 +/- (net of business expenses including health/dental insurance and tax withholding)<br/><br/>Mortgage $2,298.00<br/>Groceries $800.00<br/>Insurance (auto/life) $320.00<br/>Utilities: $650.00 (including internet &amp; cell phone)<br/>Auto/ Fuel $220.00<br/>Childcare: $400<br/>Credit Card Payments: $572.00<br/>Clothing/Personal Items/Personal Care $275.00<br/>Restaurants/Entertainment $125.00<br/>Education: $1800.00<br/>Medical $100.00<br/>Savings $200.00<br/>Other Non-Discretionary $250.00<br/><br/>IRS Tax Debt $500.00/mo<br/>Medical Debt (surgery) $300.00/mo<br/> <br/>These last two payments would be converted into a single $195.00 payment with this loan.<br/><br/>If I am able to reduce my combined IRS and Medical Debt to a much lower payment, that will enable me to run a positive cash flow once again.<br/><br/>I am aware of 2 late payments recorded on my credit report. These are a result of me not updating the accounts on 2 of my automatic payments in a timely manner when one my banks went in to receivership,(and was eventually taken over by another bank.) These accounts are now current. One was on a car payment that has since been paid off. The other was on a rarely used business credit card. I set up most of my payments on an automatic system. I will make sure all account information is up-to-date and accurate on all future automatic payments.<br/><br/><br/>I have had my private practice in speech therapy for over 5 years and have had over 5% growth in net income each year, with about 7% in 2009. Prior to my own practice I worked in the schools for over 5 years. Currently, speech therapists, both locally and nationwide are in high demand. The need is increasing while the number and size of graduate programs is limited. In other words, I am very employable, even without my own private practice.<br/>",debt_consolidation,DebtCon,980xx,WA,9.84,1.0,2/1/87,0.0,11.0,,9.0,0.0,35061,94.2,30.0,f,,1,0
25000,25000, 36 months,16.07%,879.8,D,D5,Kim Lighting,10+ years,RENT,134000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=518280,  Borrower added on 05/21/10 > This loan will help my family get away from bank cards and give the interest to people like myself. The idea of this club is great for people like us to control our finances.<br/> Borrower added on 05/22/10 > I am extremely reliable and have never missed a payment on any account that I have ever had. My employment is very reliable and I have been there 36 years and have another 10 years to go.<br/>,debt_consolidation,Loan 1,917xx,CA,23.18,0.0,4/1/79,1.0,,,20.0,0.0,77269,89.0,36.0,f,,1,0
25000,25000, 36 months,10.36%,810.92,B,B5,clark county,9 years,MORTGAGE,93600.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=605804,,home_improvement,pool,891xx,NV,4.06,0.0,2/1/92,3.0,,,4.0,0.0,29045,2.6,37.0,f,,1,0
6000,6000, 36 months,9.99%,193.58,B,B4,XYPRO Technology Corporation,4 years,RENT,105000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=602038,  Borrower added on 10/21/10 > I have 2 annoying credit cards that Id like to pay off and close. It will get me closer to a &quot;no credit card&quot; lifestyle that I aim for. Without the loan I am stuck making large monthly payments that only knock off a tiny fraction of the remaining balance.<br/>,credit_card,Pay off cards,930xx,CA,14.78,0.0,11/1/95,1.0,45.0,80.0,11.0,1.0,24060,80.6,24.0,f,,1,0
25000,25000, 36 months,19.04%,916.95,F,F3,Ryzen Solutions,3 years,RENT,95000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=480308,"  Borrower added on 02/01/10 > I plan to pay off my 2 credit card accounts with over 25K in liabilities.  I have a good credit rating.  Heading into my 4th year at my current job, my expected salary is 110K+ for this year.  The company's revenues have increased by at least 25% during the past 5 years.  Projected revenue increase for 2010 is 31%.<br/> Borrower added on 02/01/10 > I was recently promoted to Lead Recruiter 3 months ago.<br/> Borrower added on 02/01/10 > My gross income for last 4 paychecks (paid bi-weekly): $5114.74, $4491.19, $5919.38 and $4106.90.<br/> Borrower added on 02/03/10 > How did I get into a situation where I owe more than 25K in CC debt?  Four years ago I quit a full-time to start an e-commerce business.  For a little over a year, I tapped all my resources (savings and credit cards) to make the business work and get by.  Unfortunately, it didn't work out like I had planned.  Now I'm in a situation where I can take on a loan and starting paying off the high debt amount.<br/> Borrower added on 02/03/10 > Current Experian score from freecreditreport.com: 744<br/>",debt_consolidation,3 Yr Consolidation Loan,941xx,CA,16.03,0.0,8/1/94,0.0,,,2.0,0.0,33894,99.4,3.0,f,,1,0
13000,13000, 36 months,10.25%,421.01,B,B2,Marshall University,10+ years,MORTGAGE,105000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=480461, ,debt_consolidation,Debt Consolidation,257xx,WV,17.22,0.0,5/1/90,2.0,,,12.0,0.0,48006,56.8,23.0,f,,1,0
30000,18725, 60 months,17.99%,475.4,E,E1,Stryker Instruments,1 year,MORTGAGE,123996.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=812202,"  Borrower added on 07/20/11 > I work in the biomedical field, for one of the biggest national/international companies.  We are one of the few sectors of the US economy that did not suffer during the recession.  My future with my company is very secure, and I look forward to a long career with them.<br/> Borrower added on 07/20/11 > I am asking for this loan so that I can get rid of a very high interest credit card, It was a an 11% card, but right before the credit card regulations went into effect last year, they raised it twice. So, it is now a 23% card.  I would use the remaining funds against my other credit cards. I want to pay off my debt in a manageable method. Thank you for your investments.<br/>",debt_consolidation,Debt Consolidation Loan,490xx,MI,21.35,0.0,5/1/97,0.0,,,10.0,0.0,48258,83.2,28.0,f,,1,0
10000,10000, 36 months,15.99%,351.53,D,D2,sears holdings co.,4 years,RENT,110000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=835680,  Borrower added on 08/01/11 > I have a secure position with a large retail company and a long 40 +yrs. with good credit history. I have great debt to income ratio and high income.<br/>,debt_consolidation,Debt Consolidation Loan,198xx,DE,6.56,1.0,9/1/93,2.0,12.0,,5.0,0.0,1053,22.9,23.0,f,,1,0
10000,7325, 36 months,7.49%,227.82,A,A4,"Veritiss, LLC",< 1 year,OWN,105000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=812332,  Borrower added on 07/11/11 > This loan is simply to re-finance a loan I got a year ago at over 12% down to the lower rate of 9% APR.<br/>,debt_consolidation,Re-financing,225xx,VA,16.61,0.0,4/1/04,0.0,,,16.0,0.0,2119,10.3,24.0,f,,1,0
10000,10000, 36 months,13.49%,339.31,C,C2,InfoReliance,1 year,MORTGAGE,150000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=754363,,wedding,Wedding,225xx,VA,9.3,0.0,10/1/98,2.0,,,11.0,0.0,14186,78.4,25.0,f,,1,0
25000,25000, 36 months,15.05%,867.29,D,D4,NIIT Technologies Inc,2 years,RENT,120000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=392430,I have 2nd mortgage on a rental property with balance of $109k.  I have cash flow of $85k and plan to pay off the 2nd mortgage using this loan to make up for rest of the balance.  You will see a 2nd mortgage debt on my credit  around $965.00 which will go away once this loan is approved as I will be paying it off.  The interest rate needs to be below 9% since I can use my credit card to borrow same money for 10%.,other,Personal loan,194xx,PA,3.26,1.0,10/1/98,1.0,6.0,,10.0,0.0,3173,6.2,18.0,f,,1,0
8000,8000, 36 months,13.49%,271.45,C,C1,FunGoPlay,3 years,MORTGAGE,132000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=996235,  Borrower added on 10/19/11 > Pro actively consolidating high interest credit card debt.<br/>,debt_consolidation,Debt Consolidation Loan,070xx,NJ,8.83,3.0,5/1/85,1.0,13.0,,8.0,0.0,5249,59.6,23.0,f,,1,0
20000,20000, 36 months,15.33%,696.57,D,D3,chartis insurance,2 years,RENT,134000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=486488, ,debt_consolidation,Single Loan,070xx,NJ,17.21,0.0,6/1/02,4.0,,,15.0,0.0,38578,86.9,31.0,f,,1,0
15000,15000, 36 months,9.63%,481.42,A,A5,Fidelity Investments,9 years,MORTGAGE,110000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=377732,"Loan request for new laser tag fun center in Nags Head, NC.  Business need is for marketing programs targeted to OBX visitors.  Publications include SunnyDay, VisitorsGuide, NorthBeachSun, and the Beach Book.  In addition, we will have local promotional flyers to build awareness of the store and drive business to the center.  ",small_business,Laser Tag Working Capital,410xx,KY,5.65,0.0,5/1/94,1.0,,,15.0,0.0,25476,16.5,39.0,f,,1,0
15000,15000, 36 months,12.99%,505.34,C,C1,AREVA Solar,4 years,RENT,120000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=826192,"  Borrower added on 08/19/11 > Use of Funds: to expand an already profitable fitness business.  We intend to expand into retail by offering our 1000+ clients workout clothing, healthy snacks, and fitness music and videos.  Our clients have been asking for this for quite some time, and we are now in a position to dedicate the time necessary to expand into this area.<br/><br/>What makes me a good borrower: My income is highly stable and my expenses are well controlled.  I've never defaulted or been late on any financial obligation.<br/><br/>Monthly Household Budget: $2700<br/><br/>Job Stability: extremely stable.  I work for a major multinational corporation outside of this venture.<br/> Borrower added on 08/20/11 > How I plan to use the funds: To expand an already profitable fitness business.  Planning to expand into retail by offering our 1000+ clients workout clothing, healthy snack and supplements, and fitness books, DVD's and music.<br/><br/>What makes me a good borrower:  Solid income from a very stable job.  Successful business with ample income to cover this loan.  Very little other debt.  Have never defaulted or been late on a financial obligation.<br/><br/>Monthly Budget: $2700<br/><br/>Job Stability: Extremely stable.  Long term position at a major multinational corporation outside of this venture.<br/> Borrower added on 08/24/11 > Thank you all for funding my loan.  I will treat this loan with the utmost diligence, as I do all financial obligations.  Looking forward to our mutual success.<br/>null",small_business,Fitness Company Expansion,943xx,CA,4.82,0.0,6/1/07,1.0,,,8.0,0.0,306,1.0,9.0,f,,1,0
3000,3000, 36 months,14.72%,103.59,C,C5,Citi,3 years,RENT,125000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=542263,"  Borrower added on 07/06/10 > Excellent payment record, never missed a payment.<br/><br/>Very stable job. <br/><br/>Loan will be used to consolidate two high interest credit cards.<br/>",debt_consolidation,Personal Loan,115xx,NY,14.68,0.0,2/1/01,0.0,,,17.0,0.0,31335,77.0,32.0,f,,1,0
15000,15000, 60 months,14.46%,352.62,D,D2,Orange County Sanitation District,9 years,RENT,109000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=619509,"  Borrower added on 11/21/10 > This loan will enable me to put all of my debt into one payment. I have 20yr in my chosen field and 10 years at my current job.I work in waste water treatment and we have not had to lay anyone off at the district that I work for and we have had no pay cuts this year. My salary is 100,00.00 a year.<br/> Borrower added on 11/22/10 > Typo it should read $100,000 + annual salary.<br/>",debt_consolidation,Loan 2,900xx,CA,5.21,0.0,7/1/00,0.0,,,6.0,0.0,13844,74.0,16.0,f,,1,0
3000,3000, 36 months,12.21%,99.95,B,B5,"Curtis-Rosenthal, Inc.",10+ years,RENT,125000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=420490,"I recently moved into a new rental unit at the beginning of June.  I had been living for the past 2+ years with a roommate and I had paid the full security deposit of $3,000.  With the OK of my landlord, I vacated and my roommate decided to remain at the house on a month-to-month basis.  My name has been taken off of the lease.  The landlord has retained the security deposit since one roommate remained and advise me to settle the security deposit issue with the remaining roommate.  My former-roommate promised to fully reimburse me for the security deposit by mid-June but has failed to do so.  Now my former roommate has advised me that she will be giving notice to vacate by the end of July and will tell the landlord that the security deposit should be returned to me.   In the mean time, I have paid to get into my new place and had been expecting to have the use of my security deposit funds.  My loan request is to cover this money that I previously though I would have the use of but now will likely have to wait until mid-August to actually recieve.   I have been employed at my present job for the past 17-years and have a solid repayment record with my accounts.  Tom Curtis ",other,Security Deposit Holdover,902xx,CA,10.29,0.0,9/1/01,0.0,,101.0,4.0,1.0,6324,79.0,9.0,f,,1,0
25000,25000, 60 months,20.53%,669.75,G,G2,REEVES LAND ROVER,9 years,MORTGAGE,148000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=525456,"  Borrower added on 06/03/10 > I borrowed money from my 401K during the crash of the car business in 2008.  My company then cancelled our 401K program and they counted the loan as dispersement and I got killed on my taxes.  I owed $11000 in taxes.  My husband then got a serious infection from kidney stones and our medical bills kept us living on credit.  I've been playing catch up ever since.  I'm trying to consolidate the debt and pay it off faster so I can get ahead.<br/> Borrower added on 06/05/10 > I am a 36 year old female.  I have been with my husband since high school and married 14 years.  I am the only female manager ever at my company which is been in business over 30 years. I have been very successful in my career and very well respected throughout the country. I am responsible and conservative in every way.  I have one 30 day late payment on a credit card in my entire credit history to which there is no good excuse.  I now have every bill on automatic payment and use a budgeting tool within my bank's software program to manage our money.  My husband is also employed and has been in retail since college.  He also has some small income from a business he is helping a friend start up.  When we needed to use more of our credit to make ends meet it lowered our score.  When we tried to pay them off, the credit card companies lowered our limits--which then lowered my score again.  I had always been in the 720 range prior to these events.  Frankly, I am a litle humiliated to even be going through this process as we have always been very blessed and financially secure.  I am very appreciative of the honest feedback and input by some of you who have given advice.   Thank you for your time and interest.<br/> Borrower added on 06/16/10 > Thank you to everyone for investing in me.  Your time and thoughts are very much appreciated.<br/>",credit_card,JENNIFER'S RECOVERY,346xx,FL,21.73,0.0,11/1/90,1.0,35.0,,14.0,0.0,83264,72.8,37.0,f,,1,0
24000,24000, 36 months,6.54%,736.02,A,A4,The J.M. Smucker Company,9 years,MORTGAGE,130104.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=645500,"  Borrower added on 01/08/11 > Employment: I work at a Fortune 500 company.  I have been employed by the same company for 9.5 years and am a Director.<br/><br/>How I plan to use the funds: To pay off high-interest (11% - 13%) credit card debt that was accumulated years ago.<br/><br/>Why I am a good borrower:  I live well below my means.  This debt was accumulated years ago.  Now my annual income is $150,000+.  My husband's is another $50,000.  We have lived in our home for 8 years and will have it paid off in 4 - 5 more.  I want to consolidate this credit card debt at a lower interest rate so that I can pay it off more quickly and, at the same time, build up our savings account.<br/>",debt_consolidation,Chase Credit Card Consolidation,443xx,OH,15.09,0.0,9/1/97,1.0,,,12.0,0.0,33478,9.3,36.0,f,,1,0
