Date,Revenue,Southwest,Central,Northeast,Northwest,South,Southeast,Energy,Industrials,Consumer,Agricultural,Durable,Lagged
6/12/13,4108.02,1999.11,4342.1,3112.57,6201.09,939.56,6935.33,4721.6,8157.52,2139.23,3387.49,3707.25,66.92
6/13/13,4738.18,2094.3,4465.49,3302.31,5617.53,771.67,7917.47,4842.73,8999.21,3222.82,4025.91,2706.32,75.82
6/14/13,3104.28,1631.85,3297.5,2830.08,5652.68,1009.97,4411.5,6567.68,7945.17,2925.03,3204.52,3427,66.35
6/15/13,5940.62,2336.79,4847.25,2694.5,5976.89,922.75,6870.66,5718.67,7434.56,2335.31,3851.51,2582.97,73.13
6/16/13,3326.93,1733.92,3607.72,2926.44,6047.35,899.13,7512.62,6192.69,8190.07,3102.13,3874.79,3132.72,67.74
6/17/13,4152.33,1735.26,3853.72,3108.43,6303.18,1065.05,6587.57,4265.99,7038.8,2052.94,2703.44,4232.05,69.54
6/18/13,4718.69,2230.56,4464.08,4126.57,5470.22,640.27,6569.54,5472.46,7629.83,2268.04,3925.61,3332.94,66.96
6/19/13,3642.45,1909.96,4549.54,2306.17,5018.02,722.49,8395.02,6778.72,8780.29,2810.77,3283.95,3140.46,65.78
6/20/13,5324.75,2272.47,4388.52,2586.8,6579.1,830.67,4361,5133.84,6075.68,1648.84,3416.73,3596.25,75.27
6/21/13,4180.24,1573.86,3298.28,2792.04,5581.93,980.88,6040.49,5404.04,5947.58,2735.51,3636.6,3763.46,69.8
6/22/13,5618.4,1476.95,4998.78,2821.18,4896.89,1116.85,4098.17,6033.09,8382.18,2154.36,3488.72,3868.13,73.54
6/23/13,4489.67,2530.57,4291.98,3552.97,6071.56,957.79,8781.55,6270.04,4471.33,2366.34,3850.88,2871.25,66.32
6/24/13,4179.23,1341.31,2806.69,3105.88,5727.32,877.16,7662.04,6684.9,6501.69,3208.26,3056.5,2765.92,70.44
6/25/13,4695.02,1645.85,4286.63,2862.29,5524.58,980.03,6740.8,5909.8,7797.66,2859.27,3548,2680.15,68.54
6/26/13,5163.89,1784.25,4007.83,3159.44,5835.73,979.83,8108.33,7218.27,5896.78,2541.85,3484.6,3807.54,70.34
6/27/13,4613.69,1983.01,3758.22,3172.33,7089.87,849.23,6695.39,4818.62,8323.05,2030.57,4170.64,4388.93,69.73
6/28/13,6058.49,2267.7,3949.67,3059.37,4088.19,825.03,7495.16,6180.34,8917.98,2513.82,3374.33,3016.67,80.91
6/29/13,5329.69,1679.36,2649.48,2313.77,7073.57,914.37,8477.21,6450.2,6017.09,3245.33,3051.05,4273.44,70.01
6/30/13,6388.84,2143.79,5260.55,2934.79,7299.12,872.13,7777.43,6443.56,5963.27,2502.87,4282.41,2853.05,77.94
7/1/13,5125.11,1721.34,3237.06,3593.22,5243.28,910.87,8534.48,5826,7956.92,2285.93,4038.4,3562.21,74.89
7/2/13,6690.28,1893.36,3881.48,2501.74,6199.32,1271.68,5784.72,7285.29,6991.08,2477.88,2372.23,3227.29,73.8
7/3/13,6964.41,2289.14,3408.39,3072.41,5481.75,765.91,6585.75,5507.05,6977.84,2895.81,2903.8,3472.97,74.06
7/4/13,6056.23,1596.96,3550.28,3057.9,7560.94,861.23,8699.36,6096.91,8949.1,2959.59,3638.05,4080.05,73.41
7/5/13,8103.12,2148.82,4454.69,3047.74,6516.5,650.9,6095.89,5193.65,6053.13,2514.01,3918.2,2653.23,82.71
7/6/13,4347.94,2130.3,3873.97,2477.02,5390.39,861.58,8710.76,6954.47,7297.94,3447.23,3402.99,3974.43,67.95
7/7/13,4447.8,2176.25,5016.75,2111.08,8385.76,943.1,8189.85,6524.28,8116.07,2359.46,3430.3,3857.41,67.24
7/8/13,5740.41,2204.24,4902.34,3077.96,3887.11,795.13,8263.32,6762.42,7732.62,2271.15,3327.23,3100.44,71.83
7/9/13,3767.43,2121.49,3220.94,2733.64,6655.94,818.24,7242.18,5630.16,7900,2486.13,3154.44,3451.83,68.28
7/10/13,5963.26,2212.74,5193.42,1713.71,7897.75,628.36,7243.93,5413.52,6075.62,3039.67,3519.85,2788.22,73.19
7/11/13,5473.54,1746.46,3183.85,3205.37,4298.79,850.54,9550.19,4849.17,7544.77,2717.83,3654.68,3923.5,77.86
7/12/13,5261.69,1346.92,3688.91,2837.27,6267.64,853.54,5805.88,5565.95,9394.74,2599.52,3994.12,3481.25,74.87
7/13/13,5203.54,2416.37,4677.86,2923.36,5987.37,753.19,8425.18,5619.13,3357.45,2508.74,3966.91,2935.03,68.29
7/14/13,4063.28,1523.69,3334.75,3406.16,5482.11,1065.25,6792.94,5471.73,8563.19,3146.13,3470.28,3179.07,71.11
7/15/13,5626.21,2014.23,4195.96,2168.13,5306.44,990.05,8072.94,4197.8,5617.56,2157.79,3387.29,3495.28,79.26
7/16/13,4484.13,1521.2,4214.11,3007.64,4777.59,600.54,7310.88,6655.14,7524.98,2861.16,4598.1,3623.16,66.88
7/17/13,4374.71,1804.38,4181.3,3434.28,7068.84,1128.54,5851.57,6142.07,7423.52,2886.73,3726.76,3958.19,69.54
7/18/13,5565.35,2625.59,3575.39,3117.89,5755.04,968.45,9006.33,3941,6793.18,2555.1,4165.23,3300.85,74.22
7/19/13,2786.23,1790.52,3228.95,2544.91,5396.79,1089.41,9960.15,6325.14,7211.27,2925.41,3744.55,4583.32,62.74
7/20/13,5594.63,1788.03,4932.71,2939.07,7439.9,830.92,6306.72,5368.6,7748.86,2495.43,3390.53,3318.3,77.83
7/21/13,4245.2,2328.22,4036.01,3470.43,6420.19,854.38,7621.11,4312.85,6937.32,3322.92,4188.97,3732.97,72.7
7/22/13,3847.69,1918.18,3866.32,2943.33,5687.8,1128.2,5715.74,5783.23,8114.34,2579.08,3508.1,3978.67,67.97
7/23/13,3642.31,2518.94,4695.42,2862.25,4419.39,1018.55,8320.58,6808.74,4923.54,2507.85,4065.38,3074.94,70.98
7/24/13,4078.86,1834.89,4265.41,3368.06,5424.55,823.33,7685.55,7219.58,7444.81,3145.08,2586.36,3933.3,68.65
7/25/13,4265.09,2002.6,5496.84,2366.56,6342.01,839.35,7152.16,5271.45,6708.25,2746.74,4326.38,3864.99,74.54
7/26/13,5580.72,1996.6,4496.45,3651.22,5328.6,874.22,8475.63,6188.7,6577.27,2716.57,3993.2,3492.59,78.27
7/27/13,3731.86,2055.48,3665.87,3415.8,6943,997.29,7993.66,7105.28,8035.39,2829.97,3555.24,3574.16,63.27
7/28/13,4993.47,2058.93,3119.63,2871.33,6161.51,1001.88,7998.47,5602.29,7449.75,2024.68,3412.26,3711.48,73.52
7/29/13,5075.76,1583.84,3890.45,2422.37,5398.9,797.85,7792.97,7590.29,8739.74,2804.53,3917.4,4361.1,76.94
7/30/13,5316.11,2314.9,4580.48,2783.26,6785.87,882.04,6312.6,6054.76,4977.67,2171.56,3059.94,3924.22,69.65
7/31/13,4060.8,2122.13,4048.55,3851.31,7115.44,715.26,7595.99,5792.09,7737.8,2822.29,4091.46,3524.9,66.15
8/1/13,3324.16,2043.34,4998.23,3344.48,5723.2,915.43,5817.09,6246.72,7304.49,2550.5,3639.98,4315.09,61.17
8/2/13,5303.32,2414.59,4268.38,2871.04,4944.69,797.33,7302.32,5004.04,6825.41,3451.6,3619.74,2823.72,77.91
8/3/13,3499.76,2195.57,4069.89,2479.51,4207.3,830.77,7523.59,6025.63,8510.52,2229.81,3250.12,4090.98,65.97
8/4/13,5016.57,2240.41,4736.74,2895.87,7050.54,899.57,6840.44,4318.33,7193.68,2519.39,3456.91,4242.78,70.17
8/5/13,4627.3,2188.36,4246.25,3727.61,5313.44,617.43,8532.6,5973.67,7437.1,2711.48,3706.79,3977.93,66.27
8/6/13,3938.47,1695.48,4567.59,2484.2,6555.53,1058.44,5752.34,5419.59,7840.01,2182.57,3572.07,4052.28,64.36
8/7/13,6098.08,2510.97,4160.61,3616.88,6195.16,854.71,6961.68,4965.36,6502.09,2500.73,4456.55,2574.19,77.78
8/8/13,4580.11,1731.55,4390.93,3070.12,5712.61,937.37,9420.31,7546.58,8779.25,3090.7,3574.78,3907.7,69.92
8/9/13,5161.3,2123.33,4589.12,3256.24,7691.39,1079.54,7720.73,5004.25,5864.17,2586.47,3316.59,3157.36,74.14
8/10/13,4367.7,2278.19,4115.82,3464.2,4963.71,960.49,9089.97,6673.43,7823.17,3346.94,3705.99,2850.7,71
8/11/13,3701.68,2184.06,3879.44,3182.75,7089.83,851.63,5003.87,6522.11,7375.16,2028.25,3432.59,4067,66.2
8/12/13,4626.25,2372.52,4601.45,3360.23,6884.35,716.81,7024.08,6267.79,8003.68,2710.95,3350.44,3525.47,67.71
8/13/13,4806.36,2053.62,4259.12,2942.16,4967.19,975.99,7255.04,6523.76,9748.46,2571.37,3192.64,3912.59,73.76
8/14/13,4628.12,1827.53,4769.37,3017.27,7631.05,852.77,5148.1,5945.39,7575.87,2197.63,3328.35,4165.55,69.37
8/15/13,4247.4,2091.64,3108.7,3862.43,5658.51,840.9,7943.72,5565.61,6714.8,2840.53,3534.28,3172.64,71.47
8/16/13,3443.36,1623,4229.48,2921.94,5125.81,909.56,8000.39,6054.87,8771.35,2626.9,3552.3,3577.76,70.51
8/17/13,4921.22,2230.6,4436.51,3131.44,4662.5,764.53,8046.28,3784.76,6700.62,2770.72,4109.5,2709.96,75.31
8/18/13,4926.28,2070.28,4365.18,3319.43,6267.19,499.92,6424.1,7695.2,8323.36,2699.26,2840.07,3885.5,75.03
8/19/13,5455.88,2086.47,5150.12,2345.71,8162.76,1051.95,5654.68,4362.94,7202.82,2408.72,4347,3805.74,69.19
8/20/13,4641.78,1840.56,4701.63,3100.19,5410.83,893.22,8196.17,5624.69,6621.92,2339.56,3445.61,4530.14,69.6
8/21/13,5478.51,1883.7,4714.28,2436.12,6264.05,984.56,5265.15,5202.57,7744.24,2570.83,2981.03,4865.86,72.06
8/22/13,5290.19,2389.97,3654.74,2410.84,6170.45,1008.14,7698.24,4561.68,7085.23,2434.25,4107,3735.87,73.23
8/23/13,5315.03,1817.47,3890.32,2618.69,5989.71,918.93,7282.03,7962.3,6971.59,3641.05,3073.6,4440.36,77.55
8/24/13,5801.74,1999.95,3799.77,2305.68,5919.26,1015.43,5594.5,5163.46,6216.86,3224.67,2984.26,3229.43,77.73
8/25/13,5028.98,2108.93,3436.61,3107.07,6286.13,702.68,7946.79,5056.88,7076.03,3052.99,3260.99,3279.26,70.9
8/26/13,4017.44,1984.74,3860.14,2451.52,6680.75,1036.24,6217.51,7575.01,9505.78,3082.53,3067.63,3861.76,66.11
8/27/13,6271.37,2205.26,5022.84,3188.43,7083.3,959.59,6731.47,4956.73,5633.65,1797.89,4231.79,1455.82,77.08
8/28/13,5250.65,1872.58,4322.47,1620.83,5180.11,862.85,8883.96,7354.4,8674.71,3317.21,3305.51,4180.85,76.38
8/29/13,8459.85,2214.41,4704.02,2804.24,7733.96,797.68,7003.93,5751.96,7321.68,2264.51,3559.25,3062.42,87.02
8/30/13,6491.48,2299.38,2973.97,3509.5,5059.54,750.97,7462.1,7781.01,6056.94,2769.22,3942.1,2983.53,75.85
8/31/13,5690.27,2303.38,4727.29,1994.69,5270.81,877.15,7001.11,6822.48,9332.6,2840.17,1825.68,3855.39,76.67
9/1/13,8199.65,2809.67,4044.82,3067.61,6591.35,748.27,8252.6,5509.27,6704.8,2140.85,3482.24,3290.98,85.86
9/2/13,6400.18,1323.97,3249.21,3100.42,6659.05,853.18,5239.2,5785.38,8813.12,3105.91,2897.9,4105.8,79.49
9/3/13,5648.68,2202.69,4284.78,1862.11,5663.19,1026.17,4323.37,5915.76,6733.68,2222.43,3437.66,3450.99,75.34
9/4/13,4681.62,2345.75,3544.33,3183.51,5173.44,746.31,10064.44,7273.47,7833.65,1923.75,3488.17,2742.03,67.89
9/5/13,4900.44,1459.85,4625.28,2196.55,6653.08,978.3,4326.38,5434.95,7424.44,2883.89,2513.18,3856.73,76.3
9/6/13,6675.07,1360.73,2506.24,3151.49,6489.81,717.33,9171.43,5384.68,7991.14,1519.07,4331.71,2839.33,74.15
9/7/13,4101.05,1709.67,3890.95,2745.98,5692.72,783.18,7717.31,7458.27,7592.82,3008.26,2950.99,3665.25,71.41
9/8/13,4881.72,1892.32,5527.5,2556.33,6692.62,751.99,6580.11,5419.16,7809.05,2245.28,3583.28,4067.55,72.34
9/9/13,4197.31,1880.31,4360.54,3239.13,4998.16,768.08,8831.33,6150.44,6115.74,2579.73,3745.36,4140.67,70.95
9/10/13,4947.01,1733.07,5066.12,3204.23,6588.63,1005.97,9766.69,5621.69,7372.82,2575.5,2817.47,3566.23,69.63
9/11/13,5553.41,1580.18,4200.07,3066.36,5948.69,830.83,7958.6,6065.83,7270.49,2582.22,4337.2,3131.96,78.03
9/12/13,4573.41,1764.65,3139.94,3018.81,4393.75,661.47,7911.61,7271.87,8268.37,3290.67,2586.57,3134.98,73.55
9/13/13,4993.55,2046.96,4279.64,2335.13,6619.94,910.48,5744.03,6361.26,6842.85,2692.15,2977.22,3607.84,68.52
9/14/13,4990.12,2279.89,2892.37,3000.83,5731.67,764.92,8835.72,6241.55,6331.96,2376.4,4176.04,4356.89,70.88
9/15/13,4493.48,1541.94,5201.93,3101,5818.13,1063.92,6711.29,6746.96,7933.52,2759.93,2527.95,3927.89,69.47
9/16/13,5109.15,2067.71,3730.45,3129.96,5724.19,764.21,6963.74,5536.96,6256.8,2692.42,3579.28,3344.45,67.97
9/17/13,4318.68,1801.06,4003.39,3412.86,5849.42,1184.63,8372.03,6638.51,9703.7,3278.89,2927.11,3292.2,66.45
9/18/13,5331.53,1918.13,3357.77,2941.54,7300.08,784.1,5397.21,5264.24,7381.34,1995.94,2873.18,4132.07,71.23
9/19/13,4004.14,2269.02,3055.23,2579.12,6979.36,977.93,9386.34,6145.05,6686.03,2849.88,3275,3190.61,72.52
9/20/13,3951.61,1985.79,3578.33,2879.25,5567.97,1053.74,5741.64,5923.14,9144.89,2853.95,2245.58,2744.42,70.26
9/21/13,6074.34,2360.34,5205.23,2393.31,5376.63,888.64,7058.34,5673.57,8112.34,2447.48,4417.32,2481.64,76.91
9/22/13,4381.5,1824.88,3430.17,3491.32,5940.57,755.66,7380.24,6904.82,8279.63,3030.15,3646.32,3713.41,74.85
9/23/13,4794.47,2062.68,4023.48,3238.59,8280.01,982.88,6249.51,5349.51,7589.82,2422.81,3768.86,3878.34,67.21
9/24/13,4677.23,2619.15,4589.36,3856.34,5870.68,1125.39,7418.67,5700.68,8342.43,3006.05,3722.89,4034.27,72.68
9/25/13,2724.29,2012.33,4427.85,1846.49,6182.45,801.32,6930.84,5338.61,9181.46,2068.35,3415.79,4510.73,66.79
9/26/13,6510.7,2255.27,4033.21,3583.4,6764.26,921.93,7429.92,5050.58,6387.61,2606.71,3631.42,3046.45,73.94
9/27/13,3287.64,1686.73,3940.7,3436.95,5852.89,835.64,9843.47,6250.39,8509.02,2742.99,3488.83,3862.43,67.45
9/28/13,4940.25,1960.77,4295.42,2409.96,7169.16,1060.79,7480.93,5746.64,6247.42,2737.34,3102.67,3822.28,68.85
9/29/13,5741.72,2031.6,4506.2,3884.86,4806.74,837.94,10416.89,5841.37,7953.32,2875.79,3356.65,4117.97,71.98
9/30/13,4318.95,1488.64,3629.04,1576.29,7084.38,852.23,5457.79,6180.79,7131.81,2501.14,4062.81,3514.88,74.02
10/1/13,5831.15,2642.6,4496.7,3418.46,7524.13,866.93,6517.41,5466.22,7730.6,2419.05,3489.09,3427.85,72.44
10/2/13,4388.05,1847.68,4029.81,3384.1,6158.75,743.34,8267.28,5719.41,7331.85,2973.64,3415.61,3209.96,69.19
10/3/13,5505.12,1987.07,3949.23,2310.93,7890.49,830.6,8463.8,4117.28,7592.01,2294.85,3081.8,3154.92,76.42
10/4/13,4181.37,2184.91,4508.69,3600.24,5607.64,788.13,9469.48,4588.33,7609.53,2715.99,3875.8,3678.55,72.39
10/5/13,4622.16,1771.34,4146.97,3249.52,7508.69,988.84,7787.82,7378.42,7851.55,3040.61,3492.24,4154.88,71.43
10/6/13,5644.03,2556,4778.34,2545.82,7621.76,866.8,7342.8,5512.75,6004.41,2069.16,3073.79,2922.38,70.06
10/7/13,4167.55,1657.73,3932.1,3253.34,4968.59,834.94,7932.15,7448.05,8481.85,2946.64,3965.29,4578.18,72.89
10/8/13,4390.09,2081.21,4874.57,3086.08,6430.29,954.68,6578.84,5492.39,6107.59,2194.93,3722.23,4394.07,73.31
10/9/13,3998.91,1637.79,3098.72,4123.4,6122.97,772.81,8554.58,5979.46,7043.47,2627.78,3883.88,2937.53,64.92
10/10/13,3610.2,1835.16,4458.5,2654.91,4730.18,1144.11,8362.44,6214.79,7531.9,2650.26,3713.02,4372.55,69.48
10/11/13,5003.38,2453.54,5079.46,3151.23,6641.44,671.5,6986.88,5058.17,5973.04,1852.37,2708.51,3069.85,72.71
10/12/13,4519.28,1898.67,3621.18,3312.93,5606.16,801.05,8092.54,7438.5,8012.99,2638.16,3128.31,4529.63,73.46
10/13/13,5131.19,1990.82,5747.07,2330.12,5822,1137.25,7846.81,5747.74,8665.77,2388.1,3016.19,4207.75,71.88
10/14/13,5109.9,2289,3446.17,3260.89,6631.62,847.15,7133.73,4690.9,6401.51,2786.8,4334.63,3716.28,72.36
10/15/13,4258.86,1961.1,4435.91,3231.85,6356.4,979.15,7974.96,5790.59,7531.86,2623.36,2892.05,3890.39,66.82
10/16/13,4884.77,1719.91,3775.99,3267.57,8462.52,1059.35,8240.65,5728.33,7219.71,2994.71,3477.24,3364.71,77.04
10/17/13,3603.34,1998.99,3753.01,2625.34,6554.6,930.91,7803.21,6592.05,6018.33,2518.2,3651.07,4228.74,71.07
10/18/13,4160.07,1476.11,3388.81,2462.57,8310.9,894,8728.66,5890.74,6610.51,1979.43,3269.05,3968.57,69.33
10/19/13,5160.93,2457.89,4907.5,3199.76,5537.26,681.13,7350.12,6523.18,6072.08,2309.04,3287.62,2762.1,74.98
10/20/13,4122.59,1721.8,4349.75,3111.33,6437.26,861.74,5981.46,5109.87,9181.1,2198.6,4027.94,4187.68,68.36
10/21/13,6021.26,2291.85,4731.77,2734.7,6617.6,860.22,7082.3,4288.67,6525.39,1987.98,2395.05,4084.56,74.75
10/22/13,4805.82,2111.74,2881.15,2684.57,4798.59,672.34,7457.89,6148.83,7077.18,3339.23,3831.91,3622.61,67.46
10/23/13,4283.69,1902.32,4623.01,3016.36,6563.43,985.58,8249.52,4861.81,7575.82,2083.16,3196.53,3570.52,72.06
10/24/13,5006.74,2227.94,4602.61,3191.21,4943.9,599.32,8633.08,7145.49,4904.59,2659.91,3095.44,3764.1,67.89
10/25/13,4038.2,1500.33,4695.92,2496.12,6487.18,1143.97,7404.7,5974.69,8422.99,2451.9,3090.26,4321.23,66.07
10/26/13,4052.74,2253.75,4747.85,2670.08,5422.29,909.07,8535.58,5337.55,5008,1974.3,4066.9,2952.67,71.41
10/27/13,3491.25,1880.24,4018.01,3161.43,4953.66,672.32,8163.33,7907.35,5695.84,3170.05,3185.97,3523.7,62.82
10/28/13,6365.18,1988.81,5152.12,3280.38,7712.71,1117.53,6781.17,4861.47,6245.81,2377.06,2747.61,4061.01,81.5
10/29/13,4568.53,2014.53,4034.79,3800.28,6490.35,895.79,9310.06,5687.12,6615.77,2837.64,4131.05,3431.47,69.94
10/30/13,3836.89,2154.55,4350.43,2289.74,5769.08,1026.3,9429.39,6933.29,8188.28,2469.45,4039.99,3712.56,70.43
10/31/13,3537.42,2510.44,5260.3,2384.27,6623.51,899.39,7544.26,5285.8,6621.09,2448.56,3663.31,3055.37,66.35
11/1/13,3762.01,1707.34,3855.93,3384.87,5420.16,862.84,9619.46,6763.11,8616.67,2446.21,3292.75,3325.42,67.9
11/2/13,3429.02,1975.32,4968.34,3050.73,8285.48,1010.86,5440.68,5257.79,8763.51,2286.95,3833.1,4247.57,69.7
11/3/13,4730.95,2000.04,3754.9,3699.08,5331.18,896.65,7217.78,6474.81,5705.15,2638.86,3316.07,2632.36,75.31
11/4/13,5102.28,1334,3716.61,3008.6,7319.61,815.06,8018.83,7211.63,8805.03,3264.03,3675.79,4354.01,71.31
11/5/13,3993.66,1957.99,4466.41,3438.59,6408.19,1006.89,5618.58,4733.92,6396.73,2209.35,4119.35,3610.36,68.73
11/6/13,5801.65,1791.05,4685.17,3223.91,4815.5,689.15,7441.11,6775.01,8209.17,3088.81,4677.33,3566.77,72.02
11/7/13,4579.98,2592.58,4233,3489.74,6252.1,957.06,6163.32,6265.33,9716.44,2395.23,3749.64,4249.7,68.99
11/8/13,5063.71,1772.29,3859.8,4073.98,5571.66,794.82,7864.97,5314.49,5727.37,2810.07,4295.4,3848.57,73.96
11/9/13,6586.94,2354.39,3788.8,2865,5555.67,983.3,7638.98,4699.25,7056.17,2675.95,2916.59,4398.89,72.77
11/10/13,7398.49,2406.94,4946.18,3547.2,6641.86,888.45,6475.13,5742.45,6052.37,2104.78,3469.71,3385.86,79.37
11/11/13,7944.61,2278.52,4092.62,3161.33,6020.07,906.29,8675.28,6036.79,6595.12,3116.51,3138.42,3730.14,83.42
11/12/13,5751.4,2297.56,4729.98,2351.2,5950.72,962.94,7301.18,5281.25,8668.36,2336.43,2972.63,3401,71.73
11/13/13,8203.84,2507,4891.4,3910.13,7066.89,844.5,6618.04,6330.14,7588.66,2862.3,4520.83,2909.38,76.93
11/14/13,5300.4,1729.01,4153.61,1939.83,5258.77,745.84,6873.19,6450.23,8443.26,2799.23,3506.93,3273.76,69.52
11/15/13,5413.01,1831.03,4730.88,3557.9,7082.83,925.06,7728.08,3945.97,5058.72,2319.77,4460.64,3071.01,78.04
11/16/13,4170.49,2082.23,3195.36,2970.56,5898.65,859.41,7220.83,7221.6,8296.52,2615.16,3646.45,3818.43,73.38
11/17/13,5969.97,2064.01,3412.7,2668.71,7091.87,971.51,7289.64,5663.04,8092.52,1803.25,2799.43,3375.95,71.79
11/18/13,4145.55,2443.2,4494.48,3419.67,5666.97,818.41,7249.65,5971.2,6138.16,3214.38,4617.49,3374.88,69.07
11/19/13,4847.55,1947.05,3981.98,1963.54,7626.69,839.19,9156.81,6874.05,9498.31,2778.2,3228.52,3270.67,70.71
11/20/13,5180.5,2304.12,4454.88,3183.25,4048.26,875.54,8101.2,3397.55,9705.24,2058.11,3577.42,3800.39,75.64
11/21/13,3305.52,2030.02,4534.28,2659.46,5057.85,975.8,7597.44,6138.43,8941.17,3215.56,3735.74,3689.06,68.03
11/22/13,5044.09,2567.44,3749.97,2706.22,6192.41,766.84,5726.26,5442.31,7076.86,2259.59,3024.48,3092.78,75.9
11/23/13,3957.25,1704.62,3884.95,3362.62,4749.27,962.09,8660.95,6428.84,6724.2,2363.56,3897.9,3728.46,65.09
11/24/13,3782.11,1797.57,4047.13,3077.46,6194.81,812.23,7295.59,7371.56,8466.52,2649.61,3566.27,4280.41,70.39
11/25/13,5787.67,1692.46,5200.27,3224.64,5255.53,678.02,7343.98,4088.43,6309.09,1856.64,3725.02,3316.12,80.28
11/26/13,3865.29,1599.73,4118.7,2807.65,5939.65,849.7,7989.86,7592.4,8094.45,3503.76,4552.7,3272.13,66.95
11/27/13,5544.26,1891.44,4026.62,2214.51,5378.41,1082.86,4681.94,6178.02,8216.31,2306.74,3443.93,4142.27,71.5
11/28/13,5626.96,1829.03,3741.9,3359.45,4039.45,814.82,7829.93,6052.29,6747.3,2929.86,4512.49,3334.03,70.27
11/29/13,8619.89,1938.63,3595.42,2814.34,6331.38,909.67,8213.44,6215.77,9477.52,2725.35,3155.09,3271.12,83.46
11/30/13,8236.66,2207.88,5718.58,2329.68,5705.45,880.32,7299.62,4271.03,6770.71,2377.01,3484.85,3754.12,78.52
12/1/13,8773.49,890.47,3508.52,2973.74,6062.23,877.48,7469.84,4864.33,6624.28,3269.16,3476.28,4411.25,78.98
12/2/13,11548.66,1911.15,4980.17,2631.97,6538.17,875.3,6837.75,5372.56,6871.1,2731,2304.73,3585.85,85.94
12/3/13,7170.65,2126.46,4180.41,2873.99,5436.99,783.76,8625.57,6107.28,6371.12,3210.82,4705.93,2707.4,76.9
12/4/13,6541.5,1803.94,4878.77,2851.54,6613.63,872.31,8265.95,5087.36,8186.69,2803.35,3636.85,4143.87,73.09
12/5/13,10780.18,2398.93,4148.01,2331.34,5463.98,1178.79,8394.78,5437.31,7314.2,1752.8,2198.61,3638.63,87.98
12/6/13,5398.9,2046.93,4557.59,2720.32,4276.3,629.52,8767.62,7318.02,8561.06,3023.76,3302.76,4518.84,76.37
12/7/13,5076.22,2109.9,4379.58,2010.54,7117.65,907.24,6791.07,6718.8,8213.65,2443.25,3576.57,3896.84,71.17
12/8/13,4356.17,2320.65,4457.16,3064.99,6676.37,1030.55,7356.76,5764.6,6847.51,2324.65,3950.06,3338.46,73.53
12/9/13,3672.46,1948.62,3046.98,3262.98,6197.81,851.98,7274.68,6325.91,8035.92,2584.04,2826.2,4121.6,69.66
12/10/13,5136.31,2140.12,5183.72,2604.11,7012.61,869.19,6843.03,5510.99,8453.24,2357.9,4056.42,3100.02,76.7
12/11/13,3952,2109.17,3356.79,3373.71,5940.16,736.79,7833.6,6896.05,8294.48,2349.22,3885.73,3290.37,72.83
12/12/13,3853.85,1994.59,4014.8,3056.69,5206.59,851.33,6371.45,6291.27,8324.81,2302.62,3765.47,3194.08,65.67
12/13/13,3409.65,1822.6,3975.18,3224.34,6402.87,828.73,6569.19,6376.03,6744.26,2307.71,3610.07,3120.65,62.68
12/14/13,5097.89,2292.52,3434.24,2708.3,5645.75,852.5,7971.65,5862.03,8486.03,2768.39,3354.7,4462.31,73.55
12/15/13,5590.73,1706.2,3910.81,3818.74,6738.06,787.86,6808.37,4294.82,8312.91,2581.29,4744.13,3656.77,79.12
12/16/13,4227.09,2539.9,3560.17,2800.99,6541.71,786.92,7660.12,6526.7,6810.51,2616.43,4132.83,2825.95,69.18
12/17/13,5454.29,2155.42,5099.09,2100.83,6150.58,1000.76,5895.26,6610.71,6897.59,2965.08,3126.6,3849.33,69.92
12/18/13,5160.72,1647.13,4195.93,3316.45,4414.79,672.24,8684.75,5465.98,7916.1,2989.76,4167.77,3526.83,73.93
12/19/13,3915.48,1398.94,4165.03,3379.28,5809.97,970.86,7498.15,6738.02,8713.92,2740.59,3143.2,3772.64,71.39
12/20/13,5238.74,2152.87,4886.98,3260.72,5456.09,970.62,7120.79,6935.85,8173.39,2236.91,4515.68,3565.99,75.86
12/21/13,5928.81,1806.35,2438.94,3426.06,6054.36,820.25,6880.57,5921.53,8137.7,2611.49,3552.04,4424.96,79.27
12/22/13,5574.18,2166.07,3167.33,3258.22,5653.95,1131.76,6876.59,6211.73,7770.26,2764.56,2262.6,3728.2,79.61
12/23/13,6726.71,1812.09,4565.7,3428.77,5930.51,668.27,7961.5,4857.95,7355.22,2895.39,3004.38,3782.37,76.55
12/24/13,4377.5,1713.77,4426.74,2421.47,5356.99,900.32,9271.01,5097.22,6992.48,2914.57,2916.22,2989.05,73.59
12/25/13,5537.35,2150.28,3978.75,2641.09,6828.55,982.52,8561.46,6465.59,4323.09,2530.59,3796.65,3405.62,73.48
12/26/13,5599.72,2859.95,3355.38,2744.53,5612.94,984.84,9828.11,7036.07,6579.25,2763.83,2329.95,3885.06,77.97
12/27/13,3304.13,1892.33,4790.18,3042.39,5583.14,720.01,6266.17,6712.99,6469.61,2524.72,3870.09,3582.75,65.85
12/28/13,5473.52,2314.91,4653.43,3230.99,6277.19,705.66,7616.42,6345.75,6704.51,2527.99,2885.06,2824.07,69.72
12/29/13,4353.97,1351.41,3140.13,3720.52,5755.16,933.18,7989.06,6048.66,8261.95,2867.5,3461.5,3397.2,72.64
12/30/13,5607.88,1951.37,4128.23,2959.75,5571.11,891.5,5333.06,5633.98,5796.09,1823.06,4481.31,3399.69,75.64
